temp,cloud_cover,dewpoint_temp,dni,irradiance,humidity,surface_pressure,wind_speed_10m,zenith,datetime,period
23,0,10.6,0,0,45.8,989.1,2.5,108,2025-01-09T18:45:00+05:00,PT15M
22,0,10.6,0,0,47.3,989.3,2.5,111,2025-01-09T19:00:00+05:00,PT15M
21,0,10.4,0,0,49.4,989.6,2.5,115,2025-01-09T19:15:00+05:00,PT15M
20,0,9.8,0,0,52.1,989.8,2.5,118,2025-01-09T19:30:00+05:00,PT15M
19,0,9.4,0,0,55.1,990,2.5,122,2025-01-09T19:45:00+05:00,PT15M
17,0,8.8,0,0,58.3,990.2,2.5,125,2025-01-09T20:00:00+05:00,PT15M
16,0,8.7,0,0,60.2,990.4,2.5,128,2025-01-09T20:15:00+05:00,PT15M
16,0,8.8,0,0,60.9,990.6,2.4,132,2025-01-09T20:30:00+05:00,PT15M
16,0,8.9,0,0,61.5,990.8,2.4,135,2025-01-09T20:45:00+05:00,PT15M
16,0,9,0,0,62.1,991.1,2.4,139,2025-01-09T21:00:00+05:00,PT15M
16,0,9,0,0,62.8,991.2,2.4,142,2025-01-09T21:15:00+05:00,PT15M
16,0,8.9,0,0,63.6,991.2,2.4,146,2025-01-09T21:30:00+05:00,PT15M
16,0,8.8,0,0,64.4,991.2,2.4,149,2025-01-09T21:45:00+05:00,PT15M
15,0,8.7,0,0,65.2,991.2,2.4,153,2025-01-09T22:00:00+05:00,PT15M
15,0,8.6,0,0,65.6,991.2,2.4,156,2025-01-09T22:15:00+05:00,PT15M
15,0,8.7,0,0,65.6,991.3,2.4,159,2025-01-09T22:30:00+05:00,PT15M
15,0,8.7,0,0,65.6,991.4,2.3,163,2025-01-09T22:45:00+05:00,PT15M
15,0,8.8,0,0,65.6,991.4,2.3,166,2025-01-09T23:00:00+05:00,PT15M
15,0,8.8,0,0,65.5,991.4,2.3,170,2025-01-09T23:15:00+05:00,PT15M
15,0,8.8,0,0,65.4,991.3,2.3,173,2025-01-09T23:30:00+05:00,PT15M
15,0,8.7,0,0,65.3,991.2,2.3,177,2025-01-09T23:45:00+05:00,PT15M
15,0,8.7,0,0,65.2,991,2.3,178,2025-01-10T00:00:00+05:00,PT15M
15,0,8.7,0,0,65.2,991,2.3,176,2025-01-10T00:15:00+05:00,PT15M
15,0,8.6,0,0,65.1,991,2.2,172,2025-01-10T00:30:00+05:00,PT15M
15,0,8.6,0,0,65.1,991,2.2,169,2025-01-10T00:45:00+05:00,PT15M
15,0,8.5,0,0,65.1,991,2.1,165,2025-01-10T01:00:00+05:00,PT15M
15,0,8.4,0,0,65.1,990.9,2.1,162,2025-01-10T01:15:00+05:00,PT15M
15,0,8.4,0,0,65.1,990.8,2.1,159,2025-01-10T01:30:00+05:00,PT15M
15,0,8.2,0,0,65.1,990.6,2.2,155,2025-01-10T01:45:00+05:00,PT15M
15,0,8.2,0,0,65,990.5,2.2,152,2025-01-10T02:00:00+05:00,PT15M
15,0,8.1,0,0,65.3,990.4,2.2,148,2025-01-10T02:15:00+05:00,PT15M
14,0,8,0,0,65.8,990.4,2.2,145,2025-01-10T02:30:00+05:00,PT15M
14,0,7.9,0,0,66.3,990.4,2.2,141,2025-01-10T02:45:00+05:00,PT15M
14,0,7.8,0,0,66.8,990.4,2.2,138,2025-01-10T03:00:00+05:00,PT15M
14,0,7.8,0,0,67.2,990.4,2.3,134,2025-01-10T03:15:00+05:00,PT15M
14,0,7.8,0,0,67.3,990.3,2.3,131,2025-01-10T03:30:00+05:00,PT15M
14,0,7.8,0,0,67.4,990.3,2.3,127,2025-01-10T03:45:00+05:00,PT15M
14,0,7.8,0,0,67.5,990.2,2.3,124,2025-01-10T04:00:00+05:00,PT15M
14,0,7.9,0,0,67.4,990.2,2.3,121,2025-01-10T04:15:00+05:00,PT15M
14,0,8.2,0,0,67,990.1,2.3,117,2025-01-10T04:30:00+05:00,PT15M
15,0,8.5,0,0,66.6,990.1,2.3,114,2025-01-10T04:45:00+05:00,PT15M
15,0,8.8,0,0,66.2,990.1,2.3,110,2025-01-10T05:00:00+05:00,PT15M
15,0,8.9,0,0,66.3,990.1,2.3,107,2025-01-10T05:15:00+05:00,PT15M
15,3.2,9,0,0,66.9,990.3,2.3,104,2025-01-10T05:30:00+05:00,PT15M
15,0,9.1,0,0,67.4,990.4,2.3,101,2025-01-10T05:45:00+05:00,PT15M
15,0,9.2,0,0,68,990.5,2.3,97,2025-01-10T06:00:00+05:00,PT15M
15,0,9.2,0,0,68.1,990.7,2.3,94,2025-01-10T06:15:00+05:00,PT15M
15,9.5,9.2,0,0,67.8,990.9,2.4,91,2025-01-10T06:30:00+05:00,PT15M
15,3.2,9.2,10,17,67.5,991.1,2.5,88,2025-01-10T06:45:00+05:00,PT15M
15,7.3,9.2,63,47,67.1,991.3,2.6,84,2025-01-10T07:00:00+05:00,PT15M
15,15.2,9.2,50,79,67.1,991.5,2.7,81,2025-01-10T07:15:00+05:00,PT15M
15,13,9.2,133,123,67.5,991.8,2.7,78,2025-01-10T07:30:00+05:00,PT15M
15,0,9.3,394,192,67.8,992,2.6,75,2025-01-10T07:45:00+05:00,PT15M
15,0,9.3,454,244,68.1,992.3,2.6,72,2025-01-10T08:00:00+05:00,PT15M
15,2.3,9.4,459,290,67.6,992.4,2.6,69,2025-01-10T08:15:00+05:00,PT15M
16,6.9,9.5,406,325,66.4,992.6,2.5,66,2025-01-10T08:30:00+05:00,PT15M
16,0,9.6,586,399,65.2,992.7,2.5,64,2025-01-10T08:45:00+05:00,PT15M
17,0,9.7,618,448,63.9,992.8,2.4,61,2025-01-10T09:00:00+05:00,PT15M
18,0,10,645,494,61,992.9,2.4,58,2025-01-10T09:15:00+05:00,PT15M
19,0,10.3,668,536,56.6,993,2.3,56,2025-01-10T09:30:00+05:00,PT15M
21,1.8,10.7,645,565,52.5,993.1,2.3,54,2025-01-10T09:45:00+05:00,PT15M
22,4.1,11,606,587,48.8,993.1,2.2,52,2025-01-10T10:00:00+05:00,PT15M
23,0,11.1,719,644,46.1,993,2.1,50,2025-01-10T10:15:00+05:00,PT15M
24,0,11,732,673,44.3,992.7,2.1,48,2025-01-10T10:30:00+05:00,PT15M
24,0,10.8,735,695,42.6,992.4,2.1,46,2025-01-10T10:45:00+05:00,PT15M
25,0,10.7,730,712,40.9,992.1,2.1,45,2025-01-10T11:00:00+05:00,PT15M
25,0,10.6,723,724,40,991.9,2,44,2025-01-10T11:15:00+05:00,PT15M
25,0,10.6,715,732,39.7,991.7,1.9,43,2025-01-10T11:30:00+05:00,PT15M
26,0,10.7,710,736,39.4,991.5,1.8,43,2025-01-10T11:45:00+05:00,PT15M
26,0,10.7,709,737,39.1,991.4,1.8,43,2025-01-10T12:00:00+05:00,PT15M
26,0,10.8,706,734,38.3,991.1,1.7,43,2025-01-10T12:15:00+05:00,PT15M
27,0,10.9,701,726,36.9,990.7,1.6,43,2025-01-10T12:30:00+05:00,PT15M
28,0,11,695,713,35.6,990.3,1.5,44,2025-01-10T12:45:00+05:00,PT15M
28,0,11.1,688,697,34.4,990,1.4,45,2025-01-10T13:00:00+05:00,PT15M
29,0,11.2,679,676,33.8,989.7,1.3,47,2025-01-10T13:15:00+05:00,PT15M
29,0,11.2,668,650,33.8,989.5,1.3,48,2025-01-10T13:30:00+05:00,PT15M
29,0,11.1,652,620,33.8,989.3,1.3,50,2025-01-10T13:45:00+05:00,PT15M
29,0,11.1,630,586,33.8,989.1,1.3,52,2025-01-10T14:00:00+05:00,PT15M
28,0,11.3,605,547,34.8,988.9,1.4,54,2025-01-10T14:15:00+05:00,PT15M
28,0,11.7,576,505,37.1,988.8,1.5,57,2025-01-10T14:30:00+05:00,PT15M
27,0,12.2,547,460,39.5,988.7,1.6,59,2025-01-10T14:45:00+05:00,PT15M
27,0,12.6,515,414,42.1,988.5,1.7,62,2025-01-10T15:00:00+05:00,PT15M
26,0,12.8,479,365,43.4,988.5,1.8,64,2025-01-10T15:15:00+05:00,PT15M
26,0,12.8,439,315,43.4,988.5,1.9,67,2025-01-10T15:30:00+05:00,PT15M
26,0,12.7,392,264,43.3,988.6,1.9,70,2025-01-10T15:45:00+05:00,PT15M
26,0,12.7,339,213,43.2,988.6,2,73,2025-01-10T16:00:00+05:00,PT15M
26,0,12.8,279,163,43.7,988.6,2,76,2025-01-10T16:15:00+05:00,PT15M
26,0,13.1,214,117,44.8,988.6,2,79,2025-01-10T16:30:00+05:00,PT15M
26,0,13.4,143,75,45.8,988.5,2,82,2025-01-10T16:45:00+05:00,PT15M
26,0,13.7,68,39,46.9,988.4,2,85,2025-01-10T17:00:00+05:00,PT15M
26,0,13.8,7,11,47.5,988.4,2,88,2025-01-10T17:15:00+05:00,PT15M
26,0,13.6,0,0,47.6,988.6,2.1,91,2025-01-10T17:30:00+05:00,PT15M
26,0,13.6,0,0,47.6,988.7,2.2,95,2025-01-10T17:45:00+05:00,PT15M
25,0,13.5,0,0,47.7,988.9,2.3,98,2025-01-10T18:00:00+05:00,PT15M
25,0,13.5,0,0,48.7,989.1,2.3,101,2025-01-10T18:15:00+05:00,PT15M
24,0,13.6,0,0,50.8,989.2,2.2,105,2025-01-10T18:30:00+05:00,PT15M
24,0,13.7,0,0,53,989.4,2.1,108,2025-01-10T18:45:00+05:00,PT15M
23,0,13.8,0,0,55.3,989.6,2.1,111,2025-01-10T19:00:00+05:00,PT15M
22,0,13.7,0,0,57.8,989.8,2,115,2025-01-10T19:15:00+05:00,PT15M
21,0,13.3,0,0,60.3,989.9,2,118,2025-01-10T19:30:00+05:00,PT15M
20,0,12.9,0,0,62.9,990.1,2,121,2025-01-10T19:45:00+05:00,PT15M
19,0,12.5,0,0,65.7,990.3,1.9,125,2025-01-10T20:00:00+05:00,PT15M
19,0,12.4,0,0,67.4,990.4,1.9,128,2025-01-10T20:15:00+05:00,PT15M
19,0,12.5,0,0,67.9,990.5,1.8,132,2025-01-10T20:30:00+05:00,PT15M
19,0,12.6,0,0,68.3,990.6,1.7,135,2025-01-10T20:45:00+05:00,PT15M
19,0,12.6,0,0,68.7,990.7,1.7,139,2025-01-10T21:00:00+05:00,PT15M
18,0,12.6,0,0,69.6,990.8,1.6,142,2025-01-10T21:15:00+05:00,PT15M
18,0,12.5,0,0,70.9,990.8,1.6,145,2025-01-10T21:30:00+05:00,PT15M
18,0,12.5,0,0,72.3,990.8,1.6,149,2025-01-10T21:45:00+05:00,PT15M
17,0,12.4,0,0,73.6,990.8,1.6,152,2025-01-10T22:00:00+05:00,PT15M
17,0,12.2,0,0,74.5,990.8,1.6,156,2025-01-10T22:15:00+05:00,PT15M
17,6.8,12.2,0,0,74.8,990.8,1.6,159,2025-01-10T22:30:00+05:00,PT15M
17,0,12,0,0,75.2,990.8,1.6,163,2025-01-10T22:45:00+05:00,PT15M
16,0,12,0,0,75.5,990.8,1.6,166,2025-01-10T23:00:00+05:00,PT15M
16,0,11.9,0,0,75.4,990.7,1.6,170,2025-01-10T23:15:00+05:00,PT15M
16,0,11.9,0,0,75,990.7,1.6,173,2025-01-10T23:30:00+05:00,PT15M
17,0,12,0,0,74.5,990.6,1.7,176,2025-01-10T23:45:00+05:00,PT15M
17,0,12,0,0,74,990.5,1.7,178,2025-01-11T00:00:00+05:00,PT15M
17,0,11.9,0,0,73.5,990.4,1.7,176,2025-01-11T00:15:00+05:00,PT15M
17,0,11.7,0,0,73,990.3,1.7,172,2025-01-11T00:30:00+05:00,PT15M
17,0,11.5,0,0,72.5,990.2,1.7,169,2025-01-11T00:45:00+05:00,PT15M
16,0,11.3,0,0,72,990,1.7,166,2025-01-11T01:00:00+05:00,PT15M
16,6.4,11.2,0,0,71.7,989.9,1.7,162,2025-01-11T01:15:00+05:00,PT15M
16,7.3,11,0,0,71.6,989.8,1.7,159,2025-01-11T01:30:00+05:00,PT15M
16,3.2,11,0,0,71.5,989.7,1.7,155,2025-01-11T01:45:00+05:00,PT15M
16,3.2,10.9,0,0,71.3,989.5,1.7,152,2025-01-11T02:00:00+05:00,PT15M
16,6.8,10.9,0,0,72.4,989.5,1.7,148,2025-01-11T02:15:00+05:00,PT15M
15,0,11,0,0,74.8,989.6,1.7,145,2025-01-11T02:30:00+05:00,PT15M
15,10.4,11.1,0,0,77.3,989.6,1.8,141,2025-01-11T02:45:00+05:00,PT15M
15,29,11.2,0,0,79.8,989.7,1.8,138,2025-01-11T03:00:00+05:00,PT15M
15,31.4,11.3,0,0,80.8,989.6,1.9,134,2025-01-11T03:15:00+05:00,PT15M
15,30.6,11.3,0,0,80.1,989.5,1.9,131,2025-01-11T03:30:00+05:00,PT15M
15,5,11.2,0,0,79.5,989.3,2,128,2025-01-11T03:45:00+05:00,PT15M
15,0,11.2,0,0,78.8,989.2,2,124,2025-01-11T04:00:00+05:00,PT15M
15,10.9,11.2,0,0,77.9,989.1,2,121,2025-01-11T04:15:00+05:00,PT15M
15,15.4,11.2,0,0,76.7,989.2,2,117,2025-01-11T04:30:00+05:00,PT15M
16,0,11.2,0,0,75.4,989.3,2,114,2025-01-11T04:45:00+05:00,PT15M
16,0,11.2,0,0,74.2,989.3,1.9,111,2025-01-11T05:00:00+05:00,PT15M
16,3.6,11.2,0,0,73.4,989.4,1.9,107,2025-01-11T05:15:00+05:00,PT15M
16,3.2,11.1,0,0,72.8,989.5,1.9,104,2025-01-11T05:30:00+05:00,PT15M
16,0,11,0,0,72.2,989.6,1.9,101,2025-01-11T05:45:00+05:00,PT15M
16,3.2,10.9,0,0,71.6,989.7,1.9,97,2025-01-11T06:00:00+05:00,PT15M
16,10.9,10.9,0,0,70.8,989.9,1.9,94,2025-01-11T06:15:00+05:00,PT15M
16,7.3,10.9,0,0,69.9,990,1.9,91,2025-01-11T06:30:00+05:00,PT15M
17,9.9,10.8,0,12,69,990.2,1.9,88,2025-01-11T06:45:00+05:00,PT15M
17,20.1,10.8,0,31,68.2,990.4,1.9,84,2025-01-11T07:00:00+05:00,PT15M
17,28,10.7,0,50,67.6,990.6,1.9,81,2025-01-11T07:15:00+05:00,PT15M
17,28.8,10.6,0,75,67.2,990.9,1.9,78,2025-01-11T07:30:00+05:00,PT15M
17,24.6,10.5,0,107,66.9,991.2,1.9,75,2025-01-11T07:45:00+05:00,PT15M
17,26.6,10.4,0,131,66.5,991.4,1.9,72,2025-01-11T08:00:00+05:00,PT15M
17,25.8,10.4,0,159,66.1,991.7,2,69,2025-01-11T08:15:00+05:00,PT15M
17,25.5,10.7,0,186,65.7,991.8,2,66,2025-01-11T08:30:00+05:00,PT15M
18,24.2,11,0,218,65.2,992,2.1,64,2025-01-11T08:45:00+05:00,PT15M
18,23.3,11.3,0,250,64.7,992.1,2.3,61,2025-01-11T09:00:00+05:00,PT15M
19,22.4,11.7,0,282,63.1,992.2,2.4,58,2025-01-11T09:15:00+05:00,PT15M
20,20.6,12.2,0,316,60.3,992.2,2.5,56,2025-01-11T09:30:00+05:00,PT15M
21,21.5,12.8,0,338,57.7,992.2,2.6,54,2025-01-11T09:45:00+05:00,PT15M
23,20.1,13.3,13,368,55.3,992.2,2.8,52,2025-01-11T10:00:00+05:00,PT15M
24,17.5,13.7,46,402,53.7,992.1,2.8,50,2025-01-11T10:15:00+05:00,PT15M
24,16.6,13.9,62,426,53,991.9,2.8,48,2025-01-11T10:30:00+05:00,PT15M
25,17.1,14,59,440,52.2,991.7,2.8,46,2025-01-11T10:45:00+05:00,PT15M
25,14.3,14.2,101,469,51.5,991.6,2.9,45,2025-01-11T11:00:00+05:00,PT15M
25,12.4,14.4,131,491,51.2,991.3,2.8,44,2025-01-11T11:15:00+05:00,PT15M
25,11.9,14.5,140,501,51.3,991,2.7,43,2025-01-11T11:30:00+05:00,PT15M
25,9.5,14.7,177,519,51.4,990.7,2.6,43,2025-01-11T11:45:00+05:00,PT15M
26,12.3,14.8,133,504,51.6,990.4,2.5,43,2025-01-11T12:00:00+05:00,PT15M
26,15.1,15,90,485,51.1,990.1,2.4,43,2025-01-11T12:15:00+05:00,PT15M
27,16.5,15.4,68,471,50,989.7,2.3,43,2025-01-11T12:30:00+05:00,PT15M
27,15.2,15.6,83,469,49,989.3,2.2,44,2025-01-11T12:45:00+05:00,PT15M
28,15.7,16,72,454,48,988.9,2.1,45,2025-01-11T13:00:00+05:00,PT15M
28,16.6,16.1,54,434,47.5,988.5,1.9,47,2025-01-11T13:15:00+05:00,PT15M
28,17,16.1,43,413,47.3,988.3,1.9,48,2025-01-11T13:30:00+05:00,PT15M
28,16.6,16,39,391,47.2,988,1.8,50,2025-01-11T13:45:00+05:00,PT15M
28,15.2,16,43,369,47.1,987.8,1.7,52,2025-01-11T14:00:00+05:00,PT15M
28,10.6,16.1,87,356,47.9,987.6,1.5,54,2025-01-11T14:15:00+05:00,PT15M
28,4.1,16.4,154,345,49.9,987.5,1.3,56,2025-01-11T14:30:00+05:00,PT15M
27,0,16.6,186,322,52,987.4,1.1,59,2025-01-11T14:45:00+05:00,PT15M
27,4.1,16.9,115,272,54.2,987.3,1,61,2025-01-11T15:00:00+05:00,PT15M
27,6.4,16.9,69,230,55,987.2,0.9,64,2025-01-11T15:15:00+05:00,PT15M
27,6.9,16.8,47,194,54.5,987.2,1,67,2025-01-11T15:30:00+05:00,PT15M
27,4.5,16.7,52,163,54,987.1,1.1,70,2025-01-11T15:45:00+05:00,PT15M
27,0,16.6,74,137,53.5,987,1.1,73,2025-01-11T16:00:00+05:00,PT15M
27,0,16.5,53,106,53.3,987,1.1,76,2025-01-11T16:15:00+05:00,PT15M
27,0,16.7,34,77,53.3,987,1.1,79,2025-01-11T16:30:00+05:00,PT15M
27,0,16.8,17,51,53.3,987,1.1,82,2025-01-11T16:45:00+05:00,PT15M
27,0,16.9,5,29,53.3,987.1,1.2,85,2025-01-11T17:00:00+05:00,PT15M
27,0,17,0,9,53.7,987.1,1.3,88,2025-01-11T17:15:00+05:00,PT15M
27,0,17.2,0,0,54.5,987.3,1.4,91,2025-01-11T17:30:00+05:00,PT15M
27,0,17.3,0,0,55.3,987.4,1.5,95,2025-01-11T17:45:00+05:00,PT15M
27,0,17.5,0,0,56,987.5,1.6,98,2025-01-11T18:00:00+05:00,PT15M
27,0,17.6,0,0,56.8,987.7,1.7,101,2025-01-11T18:15:00+05:00,PT15M
27,0,17.5,0,0,57.5,987.9,1.8,104,2025-01-11T18:30:00+05:00,PT15M
26,0,17.4,0,0,58.3,988.1,1.8,108,2025-01-11T18:45:00+05:00,PT15M
26,0,17.3,0,0,59.1,988.3,1.9,111,2025-01-11T19:00:00+05:00,PT15M
25,0,17.2,0,0,60.3,988.5,2,115,2025-01-11T19:15:00+05:00,PT15M
25,0,17,0,0,61.9,988.6,2,118,2025-01-11T19:30:00+05:00,PT15M
24,0,16.7,0,0,63.7,988.8,2.1,121,2025-01-11T19:45:00+05:00,PT15M
23,0,16.5,0,0,65.5,989,2.2,125,2025-01-11T20:00:00+05:00,PT15M
23,0,16.4,0,0,66.5,989.1,2.2,128,2025-01-11T20:15:00+05:00,PT15M
23,0,16.4,0,0,66.7,989.2,2.2,132,2025-01-11T20:30:00+05:00,PT15M
23,0,16.3,0,0,66.9,989.3,2.2,135,2025-01-11T20:45:00+05:00,PT15M
23,0,16.3,0,0,67.1,989.4,2.2,138,2025-01-11T21:00:00+05:00,PT15M
23,0,16.3,0,0,67.3,989.5,2.2,142,2025-01-11T21:15:00+05:00,PT15M
23,0,16.3,0,0,67.6,989.6,2.1,145,2025-01-11T21:30:00+05:00,PT15M
23,0,16.2,0,0,67.9,989.6,2.1,149,2025-01-11T21:45:00+05:00,PT15M
22,0,16.2,0,0,68.2,989.7,2.1,152,2025-01-11T22:00:00+05:00,PT15M
22,0,16.2,0,0,68.6,989.7,2.1,156,2025-01-11T22:15:00+05:00,PT15M
22,0,16.2,0,0,68.9,989.6,2,159,2025-01-11T22:30:00+05:00,PT15M
22,0,16.2,0,0,69.2,989.6,1.9,163,2025-01-11T22:45:00+05:00,PT15M
22,0,16.2,0,0,69.5,989.5,1.9,166,2025-01-11T23:00:00+05:00,PT15M
22,0,16.2,0,0,69.9,989.5,1.9,170,2025-01-11T23:15:00+05:00,PT15M
22,6.8,16.2,0,0,70.3,989.5,1.9,173,2025-01-11T23:30:00+05:00,PT15M
22,25.2,16.1,0,0,70.7,989.5,1.8,176,2025-01-11T23:45:00+05:00,PT15M
22,33.4,16.1,0,0,71.1,989.5,1.8,178,2025-01-12T00:00:00+05:00,PT15M
21,32.6,16.1,0,0,72.1,989.4,1.8,176,2025-01-12T00:15:00+05:00,PT15M
21,29.4,16.1,0,0,73.5,989.3,1.8,173,2025-01-12T00:30:00+05:00,PT15M
21,27.3,16,0,0,75,989.2,1.7,169,2025-01-12T00:45:00+05:00,PT15M
20,35.4,16,0,0,76.5,989,1.7,166,2025-01-12T01:00:00+05:00,PT15M
20,41.1,16,0,0,77.5,988.9,1.6,162,2025-01-12T01:15:00+05:00,PT15M
20,40,16,0,0,77.8,988.8,1.6,159,2025-01-12T01:30:00+05:00,PT15M
20,36.9,15.9,0,0,78.2,988.7,1.6,155,2025-01-12T01:45:00+05:00,PT15M
20,35.4,15.9,0,0,78.5,988.6,1.6,152,2025-01-12T02:00:00+05:00,PT15M
20,37.3,15.9,0,0,79.5,988.6,1.6,148,2025-01-12T02:15:00+05:00,PT15M
19,43.3,15.8,0,0,80.9,988.5,1.6,145,2025-01-12T02:30:00+05:00,PT15M
19,42.2,15.7,0,0,82.5,988.5,1.5,141,2025-01-12T02:45:00+05:00,PT15M
18,37.3,15.6,0,0,84,988.5,1.5,138,2025-01-12T03:00:00+05:00,PT15M
18,34.6,15.6,0,0,84.7,988.4,1.5,134,2025-01-12T03:15:00+05:00,PT15M
18,42.6,15.6,0,0,84.6,988.4,1.5,131,2025-01-12T03:30:00+05:00,PT15M
18,40.3,15.6,0,0,84.5,988.3,1.5,128,2025-01-12T03:45:00+05:00,PT15M
18,27.9,15.6,0,0,84.3,988.2,1.5,124,2025-01-12T04:00:00+05:00,PT15M
18,34.2,15.7,0,0,84.4,988.2,1.5,121,2025-01-12T04:15:00+05:00,PT15M
18,28.9,15.8,0,0,84.7,988.4,1.5,117,2025-01-12T04:30:00+05:00,PT15M
19,34.1,15.9,0,0,85,988.5,1.5,114,2025-01-12T04:45:00+05:00,PT15M
19,33.6,16,0,0,85.2,988.7,1.5,111,2025-01-12T05:00:00+05:00,PT15M
19,34.2,16.1,0,0,85,988.8,1.6,107,2025-01-12T05:15:00+05:00,PT15M
19,44.7,16.1,0,0,84.2,988.9,1.6,104,2025-01-12T05:30:00+05:00,PT15M
19,57.6,16,0,0,83.4,989,1.7,101,2025-01-12T05:45:00+05:00,PT15M
19,53.5,16,0,0,82.6,989.1,1.8,97,2025-01-12T06:00:00+05:00,PT15M
19,45.7,16,0,0,81.6,989.3,2,94,2025-01-12T06:15:00+05:00,PT15M
19,48.4,15.9,0,0,80.3,989.5,2.2,91,2025-01-12T06:30:00+05:00,PT15M
20,46.9,15.8,0,7,79.1,989.7,2.4,88,2025-01-12T06:45:00+05:00,PT15M
20,42.6,15.7,0,19,77.8,990,2.6,84,2025-01-12T07:00:00+05:00,PT15M
20,44.8,15.7,0,32,77.2,990.2,2.7,81,2025-01-12T07:15:00+05:00,PT15M
20,28.4,15.7,0,62,77.2,990.4,2.8,78,2025-01-12T07:30:00+05:00,PT15M
20,28.5,15.6,0,86,77.2,990.6,2.8,75,2025-01-12T07:45:00+05:00,PT15M
20,36.8,15.6,0,99,77.2,990.9,2.9,72,2025-01-12T08:00:00+05:00,PT15M
20,33,15.6,0,129,76.9,991,2.9,69,2025-01-12T08:15:00+05:00,PT15M
20,37,15.5,0,147,76.3,991.1,2.9,66,2025-01-12T08:30:00+05:00,PT15M
20,34.2,15.5,0,179,75.7,991.2,2.9,64,2025-01-12T08:45:00+05:00,PT15M
20,28.4,15.4,0,225,75.1,991.2,3,61,2025-01-12T09:00:00+05:00,PT15M
21,25.8,15.6,0,262,73.4,991.3,2.9,58,2025-01-12T09:15:00+05:00,PT15M
22,25.8,16,0,291,70.6,991.4,2.8,56,2025-01-12T09:30:00+05:00,PT15M
23,24.1,16.4,0,325,67.9,991.4,2.6,54,2025-01-12T09:45:00+05:00,PT15M
24,22.8,16.8,0,357,65.4,991.5,2.5,52,2025-01-12T10:00:00+05:00,PT15M
25,22.4,17,0,382,63.3,991.4,2.4,50,2025-01-12T10:15:00+05:00,PT15M
25,22.8,17.1,0,401,61.5,991.1,2.2,48,2025-01-12T10:30:00+05:00,PT15M
26,20.6,17.2,15,427,59.8,990.9,2.1,46,2025-01-12T10:45:00+05:00,PT15M
26,18,17.3,43,447,58.2,990.6,2,45,2025-01-12T11:00:00+05:00,PT15M
26,16.1,17.3,60,459,57.2,990.4,1.9,44,2025-01-12T11:15:00+05:00,PT15M
27,15.1,17.3,65,464,57,990.1,1.8,43,2025-01-12T11:30:00+05:00,PT15M
27,14.6,17.3,68,467,56.7,989.9,1.8,43,2025-01-12T11:45:00+05:00,PT15M
27,14.2,17.3,74,471,56.5,989.6,1.7,42,2025-01-12T12:00:00+05:00,PT15M
27,15.1,17.3,61,464,55.8,989.3,1.6,43,2025-01-12T12:15:00+05:00,PT15M
27,15.1,17.4,59,459,54.6,988.9,1.5,43,2025-01-12T12:30:00+05:00,PT15M
28,15.6,17.5,50,447,53.4,988.5,1.5,44,2025-01-12T12:45:00+05:00,PT15M
28,17.1,17.6,28,428,52.3,988.2,1.4,45,2025-01-12T13:00:00+05:00,PT15M
29,19.3,17.6,5,402,51.5,987.9,1.3,46,2025-01-12T13:15:00+05:00,PT15M
29,21.9,17.5,0,372,51,987.7,1.3,48,2025-01-12T13:30:00+05:00,PT15M
29,21.5,17.3,0,354,50.5,987.5,1.3,50,2025-01-12T13:45:00+05:00,PT15M
29,18.8,17.2,2,341,50.1,987.4,1.2,52,2025-01-12T14:00:00+05:00,PT15M
29,12.9,17.2,42,337,50.5,987.2,1.1,54,2025-01-12T14:15:00+05:00,PT15M
28,6.3,17.4,109,330,52,987.2,0.7,56,2025-01-12T14:30:00+05:00,PT15M
28,3.6,17.4,128,306,53.5,987.1,0.5,59,2025-01-12T14:45:00+05:00,PT15M
27,0,17.6,156,282,55,987,0.5,61,2025-01-12T15:00:00+05:00,PT15M
27,0,17.6,138,247,55.9,986.9,0.6,64,2025-01-12T15:15:00+05:00,PT15M
27,0,17.6,119,211,56.2,986.9,0.6,67,2025-01-12T15:30:00+05:00,PT15M
27,0,17.7,98,175,56.4,986.8,0.7,70,2025-01-12T15:45:00+05:00,PT15M
27,0,17.7,77,141,56.7,986.7,0.8,72,2025-01-12T16:00:00+05:00,PT15M
27,0,17.8,56,109,57,986.7,0.9,75,2025-01-12T16:15:00+05:00,PT15M
27,2.6,17.9,26,78,57.3,986.9,1.1,79,2025-01-12T16:30:00+05:00,PT15M
27,6.2,18,8,50,57.7,987,1.2,82,2025-01-12T16:45:00+05:00,PT15M
27,5.4,18.1,5,29,58.1,987.1,1.4,85,2025-01-12T17:00:00+05:00,PT15M
27,28.1,18.2,0,7,58.7,987.2,1.5,88,2025-01-12T17:15:00+05:00,PT15M
27,31.4,18.3,0,0,59.7,987.3,1.6,91,2025-01-12T17:30:00+05:00,PT15M
27,29,18.3,0,0,60.7,987.4,1.6,94,2025-01-12T17:45:00+05:00,PT15M
26,22.3,18.4,0,0,61.7,987.4,1.7,98,2025-01-12T18:00:00+05:00,PT15M
26,28.1,18.3,0,0,62.2,987.6,1.7,101,2025-01-12T18:15:00+05:00,PT15M
26,32.6,18.2,0,0,62.2,987.8,1.8,104,2025-01-12T18:30:00+05:00,PT15M
26,30.6,18.1,0,0,62.1,988.1,1.8,108,2025-01-12T18:45:00+05:00,PT15M
26,35,18,0,0,62.1,988.3,1.9,111,2025-01-12T19:00:00+05:00,PT15M
