temp,cloud_cover,dewpoint_temp,dni,irradiance,humidity,surface_pressure,wind_speed_10m,zenith,datetime,period
23,0,16.6,0,0,68.3,989.9,1.9,175,2025-01-01T00:15:00+05:00,PT15M
22,0,16.4,0,0,68.6,989.8,2.1,171,2025-01-01T00:30:00+05:00,PT15M
22,0,16.1,0,0,69,989.8,2.3,168,2025-01-01T00:45:00+05:00,PT15M
22,0,15.9,0,0,69.4,989.7,2.5,165,2025-01-01T01:00:00+05:00,PT15M
22,0,15.8,0,0,69.7,989.6,2.7,161,2025-01-01T01:15:00+05:00,PT15M
21,13.4,15.7,0,0,69.9,989.5,2.8,158,2025-01-01T01:30:00+05:00,PT15M
21,23.5,15.6,0,0,70.1,989.4,2.9,154,2025-01-01T01:45:00+05:00,PT15M
21,15.3,15.5,0,0,70.3,989.2,3,151,2025-01-01T02:00:00+05:00,PT15M
21,31.3,15.4,0,0,70.4,989.2,3.1,147,2025-01-01T02:15:00+05:00,PT15M
21,15.3,15.3,0,0,70.3,989.3,3.1,144,2025-01-01T02:30:00+05:00,PT15M
21,0,15.2,0,0,70.3,989.4,3.1,140,2025-01-01T02:45:00+05:00,PT15M
21,10.9,15.1,0,0,70.3,989.4,3.1,137,2025-01-01T03:00:00+05:00,PT15M
21,14.9,15,0,0,70.3,989.5,3.1,134,2025-01-01T03:15:00+05:00,PT15M
20,3.6,14.8,0,0,70.4,989.5,2.9,130,2025-01-01T03:30:00+05:00,PT15M
20,0,14.8,0,0,70.5,989.5,2.8,127,2025-01-01T03:45:00+05:00,PT15M
20,0,14.6,0,0,70.6,989.5,2.7,123,2025-01-01T04:00:00+05:00,PT15M
20,0,14.5,0,0,70.5,989.5,2.6,120,2025-01-01T04:15:00+05:00,PT15M
20,3.6,14.4,0,0,70.3,989.5,2.5,117,2025-01-01T04:30:00+05:00,PT15M
20,0,14.3,0,0,70,989.5,2.5,113,2025-01-01T04:45:00+05:00,PT15M
20,0,14.2,0,0,69.8,989.6,2.4,110,2025-01-01T05:00:00+05:00,PT15M
20,0,14.1,0,0,69.6,989.7,2.3,107,2025-01-01T05:15:00+05:00,PT15M
20,0,14,0,0,69.5,989.8,2.3,103,2025-01-01T05:30:00+05:00,PT15M
20,9.9,14,0,0,69.4,990,2.3,100,2025-01-01T05:45:00+05:00,PT15M
20,10.4,13.9,0,0,69.3,990.1,2.3,97,2025-01-01T06:00:00+05:00,PT15M
20,8.2,13.8,0,0,69.1,990.2,2.3,94,2025-01-01T06:15:00+05:00,PT15M
20,0,13.8,0,1,69,990.3,2.4,90,2025-01-01T06:30:00+05:00,PT15M
20,0,13.6,23,20,68.9,990.4,2.5,87,2025-01-01T06:45:00+05:00,PT15M
19,0,13.6,101,50,68.8,990.5,2.6,84,2025-01-01T07:00:00+05:00,PT15M
19,0,13.5,173,87,69,990.7,2.7,81,2025-01-01T07:15:00+05:00,PT15M
19,0,13.4,240,130,69.7,991,2.8,78,2025-01-01T07:30:00+05:00,PT15M
19,0,13.4,301,176,70.3,991.2,2.8,75,2025-01-01T07:45:00+05:00,PT15M
19,0,13.3,353,225,71,991.5,2.9,72,2025-01-01T08:00:00+05:00,PT15M
19,0,13.3,399,274,71.5,991.6,2.9,69,2025-01-01T08:15:00+05:00,PT15M
19,0,13.4,439,322,71.8,991.6,2.9,66,2025-01-01T08:30:00+05:00,PT15M
19,0,13.5,477,371,72.2,991.6,2.8,64,2025-01-01T08:45:00+05:00,PT15M
19,0,13.6,512,418,72.5,991.7,2.8,61,2025-01-01T09:00:00+05:00,PT15M
19,0,13.8,544,463,71.2,991.7,2.7,59,2025-01-01T09:15:00+05:00,PT15M
20,0,14.1,572,505,68.2,991.7,2.7,56,2025-01-01T09:30:00+05:00,PT15M
21,0,14.5,598,544,65.4,991.7,2.7,54,2025-01-01T09:45:00+05:00,PT15M
22,0,14.8,622,581,62.7,991.7,2.7,52,2025-01-01T10:00:00+05:00,PT15M
23,0,15.2,643,613,61.2,991.6,2.6,50,2025-01-01T10:15:00+05:00,PT15M
24,0,15.5,661,642,60.6,991.5,2.5,48,2025-01-01T10:30:00+05:00,PT15M
24,0,15.9,676,666,60,991.4,2.4,47,2025-01-01T10:45:00+05:00,PT15M
25,0,16.2,688,686,59.5,991.2,2.3,46,2025-01-01T11:00:00+05:00,PT15M
25,0,16.4,699,701,59.2,991.1,2.2,45,2025-01-01T11:15:00+05:00,PT15M
25,0,16.5,707,712,59.1,990.8,2.2,44,2025-01-01T11:30:00+05:00,PT15M
25,0,16.6,716,719,59.1,990.6,2.1,44,2025-01-01T11:45:00+05:00,PT15M
25,0,16.7,725,722,59,990.3,2,44,2025-01-01T12:00:00+05:00,PT15M
26,2.3,16.6,676,705,57.4,990,2,44,2025-01-01T12:15:00+05:00,PT15M
26,1.8,16.5,692,702,54.5,989.7,2,45,2025-01-01T12:30:00+05:00,PT15M
27,2.3,16.4,682,688,51.7,989.4,2,45,2025-01-01T12:45:00+05:00,PT15M
28,0,16.3,737,688,49.1,989.1,1.9,47,2025-01-01T13:00:00+05:00,PT15M
28,0,16.1,733,668,47.5,988.8,1.9,48,2025-01-01T13:15:00+05:00,PT15M
28,0,15.9,728,643,46.8,988.6,1.9,50,2025-01-01T13:30:00+05:00,PT15M
28,0,15.7,721,615,46,988.3,1.9,51,2025-01-01T13:45:00+05:00,PT15M
29,0,15.5,713,584,45.3,988,1.9,53,2025-01-01T14:00:00+05:00,PT15M
28,0,15.4,703,548,45.7,987.8,1.9,56,2025-01-01T14:15:00+05:00,PT15M
28,0,15.6,689,509,47.2,987.6,1.8,58,2025-01-01T14:30:00+05:00,PT15M
27,0,15.6,671,466,48.8,987.5,1.8,60,2025-01-01T14:45:00+05:00,PT15M
27,0,15.8,648,421,50.4,987.3,1.8,63,2025-01-01T15:00:00+05:00,PT15M
27,0,15.8,620,373,51.1,987.2,1.8,66,2025-01-01T15:15:00+05:00,PT15M
27,0,15.7,587,324,50.8,987.2,1.8,68,2025-01-01T15:30:00+05:00,PT15M
27,0,15.6,545,273,50.4,987.1,1.8,71,2025-01-01T15:45:00+05:00,PT15M
27,0,15.5,493,221,50.1,987,1.7,74,2025-01-01T16:00:00+05:00,PT15M
27,0,15.6,428,169,50.4,987,1.7,77,2025-01-01T16:15:00+05:00,PT15M
27,0,15.7,350,119,51.3,987.2,1.7,80,2025-01-01T16:30:00+05:00,PT15M
27,0,15.9,253,73,52.1,987.3,1.7,83,2025-01-01T16:45:00+05:00,PT15M
26,0,16,109,33,53,987.4,1.7,86,2025-01-01T17:00:00+05:00,PT15M
26,0,16,7,5,53,987.5,1.8,89,2025-01-01T17:15:00+05:00,PT15M
26,0,15.7,0,0,52.1,987.7,1.9,93,2025-01-01T17:30:00+05:00,PT15M
26,0,15.5,0,0,51.2,987.8,1.9,96,2025-01-01T17:45:00+05:00,PT15M
26,0,15.2,0,0,50.3,987.9,2,99,2025-01-01T18:00:00+05:00,PT15M
26,0,15,0,0,50,988.1,2,102,2025-01-01T18:15:00+05:00,PT15M
26,0,15,0,0,50.4,988.3,2,106,2025-01-01T18:30:00+05:00,PT15M
26,0,14.8,0,0,50.7,988.6,2,109,2025-01-01T18:45:00+05:00,PT15M
26,0,14.8,0,0,51.1,988.8,1.9,112,2025-01-01T19:00:00+05:00,PT15M
25,0,14.3,0,0,51.5,989.1,1.9,116,2025-01-01T19:15:00+05:00,PT15M
24,0,13.5,0,0,52.1,989.3,1.9,119,2025-01-01T19:30:00+05:00,PT15M
23,0,12.7,0,0,52.7,989.5,1.9,122,2025-01-01T19:45:00+05:00,PT15M
22,0,11.9,0,0,53.3,989.7,1.9,126,2025-01-01T20:00:00+05:00,PT15M
21,0,11.4,0,0,53.6,989.8,1.9,129,2025-01-01T20:15:00+05:00,PT15M
21,0,11.3,0,0,53.5,989.9,1.9,133,2025-01-01T20:30:00+05:00,PT15M
21,0,11.1,0,0,53.5,990,2,136,2025-01-01T20:45:00+05:00,PT15M
21,0,11,0,0,53.4,990,2,140,2025-01-01T21:00:00+05:00,PT15M
21,0,10.8,0,0,53.8,990.1,2,143,2025-01-01T21:15:00+05:00,PT15M
20,0,10.6,0,0,54.5,990.1,2,146,2025-01-01T21:30:00+05:00,PT15M
20,0,10.5,0,0,55.2,990.1,2,150,2025-01-01T21:45:00+05:00,PT15M
19,0,10.3,0,0,55.9,990.1,2,153,2025-01-01T22:00:00+05:00,PT15M
19,0,10.1,0,0,56.1,990.1,2,157,2025-01-01T22:15:00+05:00,PT15M
19,0,10,0,0,55.6,990,2,160,2025-01-01T22:30:00+05:00,PT15M
19,0,9.8,0,0,55.1,990,2,164,2025-01-01T22:45:00+05:00,PT15M
19,0,9.7,0,0,54.7,990,2.1,167,2025-01-01T23:00:00+05:00,PT15M
19,0,9.5,0,0,54.3,990,2.2,170,2025-01-01T23:15:00+05:00,PT15M
19,0,9.3,0,0,54,989.9,2.2,174,2025-01-01T23:30:00+05:00,PT15M
19,0,9.2,0,0,53.7,989.9,2.3,177,2025-01-01T23:45:00+05:00,PT15M
19,0,9,0,0,53.4,989.8,2.4,177,2025-01-02T00:00:00+05:00,PT15M
18,0,8.8,0,0,53.6,989.8,2.5,175,2025-01-02T00:15:00+05:00,PT15M
18,0,8.6,0,0,54.4,989.7,2.6,171,2025-01-02T00:30:00+05:00,PT15M
18,0,8.4,0,0,55.2,989.7,2.7,168,2025-01-02T00:45:00+05:00,PT15M
17,0,8.2,0,0,56.1,989.6,2.8,165,2025-01-02T01:00:00+05:00,PT15M
17,0,8.1,0,0,56.4,989.5,2.8,161,2025-01-02T01:15:00+05:00,PT15M
17,0,8,0,0,56.2,989.4,2.9,158,2025-01-02T01:30:00+05:00,PT15M
17,0,8,0,0,56,989.3,2.9,154,2025-01-02T01:45:00+05:00,PT15M
17,0,7.9,0,0,55.8,989.1,2.9,151,2025-01-02T02:00:00+05:00,PT15M
17,0,7.8,0,0,56,989.1,2.9,147,2025-01-02T02:15:00+05:00,PT15M
16,4.1,7.7,0,0,56.5,989,2.8,144,2025-01-02T02:30:00+05:00,PT15M
16,10.4,7.6,0,0,57,989,2.7,141,2025-01-02T02:45:00+05:00,PT15M
16,3.2,7.5,0,0,57.5,989,2.6,137,2025-01-02T03:00:00+05:00,PT15M
16,0,7.4,0,0,58.1,989,2.6,134,2025-01-02T03:15:00+05:00,PT15M
16,0,7.5,0,0,58.6,989,2.6,130,2025-01-02T03:30:00+05:00,PT15M
16,0,7.5,0,0,59.2,989,2.6,127,2025-01-02T03:45:00+05:00,PT15M
15,6.4,7.6,0,0,59.8,989.1,2.6,123,2025-01-02T04:00:00+05:00,PT15M
15,0,7.7,0,0,60.4,989.1,2.6,120,2025-01-02T04:15:00+05:00,PT15M
16,10.9,8,0,0,60.9,989.2,2.7,117,2025-01-02T04:30:00+05:00,PT15M
16,13.1,8.3,0,0,61.5,989.3,2.7,113,2025-01-02T04:45:00+05:00,PT15M
16,10.4,8.6,0,0,62,989.4,2.7,110,2025-01-02T05:00:00+05:00,PT15M
16,0,8.7,0,0,62.3,989.5,2.7,107,2025-01-02T05:15:00+05:00,PT15M
16,3.2,8.7,0,0,62.3,989.6,2.7,103,2025-01-02T05:30:00+05:00,PT15M
16,6.4,8.7,0,0,62.3,989.7,2.7,100,2025-01-02T05:45:00+05:00,PT15M
16,3.2,8.7,0,0,62.3,989.8,2.6,97,2025-01-02T06:00:00+05:00,PT15M
16,0,8.7,0,0,62.2,990,2.7,94,2025-01-02T06:15:00+05:00,PT15M
16,0,8.7,1,1,61.9,990.1,2.8,90,2025-01-02T06:30:00+05:00,PT15M
16,0,8.7,75,25,61.6,990.3,2.8,87,2025-01-02T06:45:00+05:00,PT15M
16,0,8.7,258,64,61.3,990.4,2.9,84,2025-01-02T07:00:00+05:00,PT15M
16,0,8.6,374,111,60.9,990.6,3,81,2025-01-02T07:15:00+05:00,PT15M
16,0,8.4,466,163,60.5,990.8,3,78,2025-01-02T07:30:00+05:00,PT15M
16,0,8.3,540,217,60.1,991,3,75,2025-01-02T07:45:00+05:00,PT15M
16,0,8.1,600,272,59.6,991.2,3,72,2025-01-02T08:00:00+05:00,PT15M
16,0,8,650,326,59.1,991.3,3,69,2025-01-02T08:15:00+05:00,PT15M
16,0,8,691,378,58.4,991.4,2.9,66,2025-01-02T08:30:00+05:00,PT15M
16,0,8.1,725,429,57.8,991.5,2.9,64,2025-01-02T08:45:00+05:00,PT15M
17,0,8.1,754,478,57.2,991.5,2.8,61,2025-01-02T09:00:00+05:00,PT15M
17,0,8.2,778,524,54.6,991.6,2.7,59,2025-01-02T09:15:00+05:00,PT15M
19,0,8.4,799,566,50.4,991.5,2.7,56,2025-01-02T09:30:00+05:00,PT15M
21,0,8.6,818,606,46.5,991.5,2.6,54,2025-01-02T09:45:00+05:00,PT15M
22,0,8.8,836,642,43,991.5,2.5,52,2025-01-02T10:00:00+05:00,PT15M
23,0,8.8,851,674,40.4,991.4,2.5,50,2025-01-02T10:15:00+05:00,PT15M
24,0,8.7,864,702,38.5,991.3,2.4,48,2025-01-02T10:30:00+05:00,PT15M
24,0,8.5,877,727,36.7,991.1,2.3,47,2025-01-02T10:45:00+05:00,PT15M
25,0,8.4,889,747,35,991,2.3,46,2025-01-02T11:00:00+05:00,PT15M
25,0,8.3,899,762,34,990.8,2.2,45,2025-01-02T11:15:00+05:00,PT15M
25,0,8.2,908,773,33.6,990.5,2.2,44,2025-01-02T11:30:00+05:00,PT15M
26,0,8.1,912,779,33.2,990.3,2.2,44,2025-01-02T11:45:00+05:00,PT15M
26,0,8,913,780,32.9,990.1,2.1,44,2025-01-02T12:00:00+05:00,PT15M
26,0,8,912,776,31.8,989.8,2.1,44,2025-01-02T12:15:00+05:00,PT15M
27,0,7.9,909,768,30.2,989.6,2,44,2025-01-02T12:30:00+05:00,PT15M
28,0,7.9,906,755,28.6,989.3,2,45,2025-01-02T12:45:00+05:00,PT15M
29,0,7.8,904,738,27.1,989,1.9,46,2025-01-02T13:00:00+05:00,PT15M
29,0,7.8,900,717,26.2,988.8,1.9,48,2025-01-02T13:15:00+05:00,PT15M
29,0,7.7,895,692,25.9,988.6,1.9,49,2025-01-02T13:30:00+05:00,PT15M
29,0,7.6,884,661,25.5,988.5,1.9,51,2025-01-02T13:45:00+05:00,PT15M
29,0,7.4,868,627,25.2,988.3,1.9,53,2025-01-02T14:00:00+05:00,PT15M
29,0,7.8,850,588,26.1,988.2,1.9,55,2025-01-02T14:15:00+05:00,PT15M
28,0,8.5,827,546,28.5,988,1.9,58,2025-01-02T14:30:00+05:00,PT15M
28,0,9.2,803,500,31.1,987.9,1.9,60,2025-01-02T14:45:00+05:00,PT15M
27,0,9.9,776,453,34,987.7,2,63,2025-01-02T15:00:00+05:00,PT15M
27,3.7,10.4,655,387,35.9,987.7,2,65,2025-01-02T15:15:00+05:00,PT15M
27,6,10.7,570,330,36.7,987.7,1.9,68,2025-01-02T15:30:00+05:00,PT15M
27,4.1,11,575,284,37.5,987.7,1.8,71,2025-01-02T15:45:00+05:00,PT15M
27,5.9,11.3,492,228,38.3,987.7,1.8,74,2025-01-02T16:00:00+05:00,PT15M
27,10.1,11.6,357,170,39.4,987.7,1.8,77,2025-01-02T16:15:00+05:00,PT15M
26,6.8,11.9,355,126,40.7,987.9,1.9,80,2025-01-02T16:30:00+05:00,PT15M
26,3.1,12.1,318,82,42,988,2.1,83,2025-01-02T16:45:00+05:00,PT15M
26,19.6,12.4,91,34,43.4,988.2,2.2,86,2025-01-02T17:00:00+05:00,PT15M
26,56.8,12.3,0,3,43.9,988.4,2.3,89,2025-01-02T17:15:00+05:00,PT15M
25,57.2,12,0,0,43.4,988.5,2.4,93,2025-01-02T17:30:00+05:00,PT15M
25,55.5,11.7,0,0,43,988.7,2.5,96,2025-01-02T17:45:00+05:00,PT15M
25,43.7,11.4,0,0,42.5,988.9,2.6,99,2025-01-02T18:00:00+05:00,PT15M
25,41.8,11.1,0,0,42.6,989,2.6,102,2025-01-02T18:15:00+05:00,PT15M
24,44.8,10.9,0,0,43.2,989.2,2.6,106,2025-01-02T18:30:00+05:00,PT15M
24,36.5,10.8,0,0,43.9,989.4,2.6,109,2025-01-02T18:45:00+05:00,PT15M
23,36.1,10.6,0,0,44.6,989.5,2.6,112,2025-01-02T19:00:00+05:00,PT15M
23,31.8,10.3,0,0,45.5,989.7,2.6,116,2025-01-02T19:15:00+05:00,PT15M
22,10.8,9.8,0,0,46.6,989.9,2.6,119,2025-01-02T19:30:00+05:00,PT15M
21,3.6,9.3,0,0,47.8,990.1,2.6,122,2025-01-02T19:45:00+05:00,PT15M
20,25.6,8.8,0,0,49,990.3,2.6,126,2025-01-02T20:00:00+05:00,PT15M
20,40.4,8.6,0,0,49.3,990.4,2.5,129,2025-01-02T20:15:00+05:00,PT15M
20,34.9,8.5,0,0,48.6,990.5,2.5,133,2025-01-02T20:30:00+05:00,PT15M
20,34.2,8.4,0,0,47.9,990.5,2.4,136,2025-01-02T20:45:00+05:00,PT15M
20,55.3,8.3,0,0,47.2,990.6,2.4,139,2025-01-02T21:00:00+05:00,PT15M
20,41.8,8.2,0,0,46.8,990.6,2.4,143,2025-01-02T21:15:00+05:00,PT15M
20,39.6,8,0,0,46.7,990.7,2.5,146,2025-01-02T21:30:00+05:00,PT15M
20,42.2,7.8,0,0,46.5,990.7,2.5,150,2025-01-02T21:45:00+05:00,PT15M
19,40.9,7.6,0,0,46.4,990.8,2.6,153,2025-01-02T22:00:00+05:00,PT15M
19,34.5,7.6,0,0,46.8,990.8,2.7,157,2025-01-02T22:15:00+05:00,PT15M
19,32.6,7.7,0,0,47.6,990.7,2.7,160,2025-01-02T22:30:00+05:00,PT15M
19,36,7.8,0,0,48.4,990.7,2.8,164,2025-01-02T22:45:00+05:00,PT15M
19,18.2,7.8,0,0,49.3,990.6,2.9,167,2025-01-02T23:00:00+05:00,PT15M
19,23.3,7.9,0,0,49.8,990.6,2.9,170,2025-01-02T23:15:00+05:00,PT15M
19,42.9,8,0,0,49.9,990.5,3,174,2025-01-02T23:30:00+05:00,PT15M
19,32.9,8.1,0,0,50,990.5,3,177,2025-01-02T23:45:00+05:00,PT15M
19,22.2,8.2,0,0,50.1,990.5,3.1,177,2025-01-03T00:00:00+05:00,PT15M
19,29,8.2,0,0,50.9,990.4,3.1,175,2025-01-03T00:15:00+05:00,PT15M
18,30,8.2,0,0,52.6,990.3,3.1,172,2025-01-03T00:30:00+05:00,PT15M
18,32.1,8.2,0,0,54.2,990.2,3.1,168,2025-01-03T00:45:00+05:00,PT15M
17,16.7,8.2,0,0,56,990,3.1,165,2025-01-03T01:00:00+05:00,PT15M
17,22.6,8.2,0,0,57.2,989.9,3.1,161,2025-01-03T01:15:00+05:00,PT15M
17,25.2,8.3,0,0,57.9,989.8,3.1,158,2025-01-03T01:30:00+05:00,PT15M
17,25.6,8.4,0,0,58.5,989.7,3.1,154,2025-01-03T01:45:00+05:00,PT15M
17,28.1,8.5,0,0,59.2,989.6,3.1,151,2025-01-03T02:00:00+05:00,PT15M
16,27.3,8.5,0,0,60.6,989.6,3,147,2025-01-03T02:15:00+05:00,PT15M
16,20.5,8.6,0,0,62.6,989.7,2.9,144,2025-01-03T02:30:00+05:00,PT15M
15,14.8,8.7,0,0,64.8,989.8,2.8,141,2025-01-03T02:45:00+05:00,PT15M
15,10.4,8.8,0,0,67,989.8,2.7,137,2025-01-03T03:00:00+05:00,PT15M
15,20,8.9,0,0,68.5,989.8,2.6,134,2025-01-03T03:15:00+05:00,PT15M
15,26,9,0,0,69.1,989.6,2.5,130,2025-01-03T03:30:00+05:00,PT15M
15,15.8,9.1,0,0,69.6,989.4,2.5,127,2025-01-03T03:45:00+05:00,PT15M
15,15.3,9.2,0,0,70.2,989.3,2.4,124,2025-01-03T04:00:00+05:00,PT15M
15,8.2,9.3,0,0,70,989.3,2.3,120,2025-01-03T04:15:00+05:00,PT15M
15,10,9.3,0,0,69,989.4,2.3,117,2025-01-03T04:30:00+05:00,PT15M
15,6.8,9.4,0,0,68,989.6,2.2,113,2025-01-03T04:45:00+05:00,PT15M
16,0,9.4,0,0,67.1,989.7,2.2,110,2025-01-03T05:00:00+05:00,PT15M
16,3.2,9.5,0,0,66.9,989.8,2.2,107,2025-01-03T05:15:00+05:00,PT15M
16,0,9.6,0,0,67.6,989.9,2.2,103,2025-01-03T05:30:00+05:00,PT15M
16,3.6,9.6,0,0,68.3,990,2.2,100,2025-01-03T05:45:00+05:00,PT15M
15,6.4,9.8,0,0,68.9,990.1,2.2,97,2025-01-03T06:00:00+05:00,PT15M
16,0,9.8,0,0,68.8,990.3,2.2,94,2025-01-03T06:15:00+05:00,PT15M
16,3.2,9.8,0,1,67.9,990.4,2.2,90,2025-01-03T06:30:00+05:00,PT15M
16,3.2,9.7,45,22,67.1,990.6,2.2,87,2025-01-03T06:45:00+05:00,PT15M
16,0,9.7,202,60,66.2,990.8,2.2,84,2025-01-03T07:00:00+05:00,PT15M
16,0,9.6,315,106,65.2,991,2.1,81,2025-01-03T07:15:00+05:00,PT15M
16,0,9.2,405,157,64.1,991.2,2.2,78,2025-01-03T07:30:00+05:00,PT15M
16,0,9,480,210,63.1,991.4,2.2,75,2025-01-03T07:45:00+05:00,PT15M
16,0,8.6,543,265,62,991.7,2.2,72,2025-01-03T08:00:00+05:00,PT15M
16,0,8.6,595,319,60.9,991.8,2.2,69,2025-01-03T08:15:00+05:00,PT15M
17,0,8.6,637,371,59.9,991.8,2.1,66,2025-01-03T08:30:00+05:00,PT15M
17,0,8.8,672,422,58.9,991.8,2.1,64,2025-01-03T08:45:00+05:00,PT15M
17,0,8.8,699,470,57.9,991.9,2.1,61,2025-01-03T09:00:00+05:00,PT15M
18,0,9,722,515,55.1,991.9,2,59,2025-01-03T09:15:00+05:00,PT15M
20,0,9.2,741,557,50.7,992,2,56,2025-01-03T09:30:00+05:00,PT15M
21,0,9.3,758,595,46.7,992.1,1.9,54,2025-01-03T09:45:00+05:00,PT15M
23,0,9.5,774,631,43,992.1,1.9,52,2025-01-03T10:00:00+05:00,PT15M
24,0,9.6,788,663,40.3,992.1,1.8,50,2025-01-03T10:15:00+05:00,PT15M
25,0,9.5,799,690,38.5,991.8,1.7,48,2025-01-03T10:30:00+05:00,PT15M
25,0,9.5,812,714,36.7,991.6,1.6,47,2025-01-03T10:45:00+05:00,PT15M
26,0,9.4,827,735,35.1,991.4,1.5,46,2025-01-03T11:00:00+05:00,PT15M
27,0,9.4,842,751,34.1,991.2,1.4,45,2025-01-03T11:15:00+05:00,PT15M
27,0,9.3,854,763,33.7,991,1.4,44,2025-01-03T11:30:00+05:00,PT15M
27,0,9.3,861,769,33.4,990.8,1.3,44,2025-01-03T11:45:00+05:00,PT15M
27,0,9.2,861,770,33,990.6,1.3,44,2025-01-03T12:00:00+05:00,PT15M
27,0,9.2,859,766,32.1,990.3,1.3,44,2025-01-03T12:15:00+05:00,PT15M
28,0,9.3,857,758,30.8,990,1.3,44,2025-01-03T12:30:00+05:00,PT15M
29,0,9.3,852,745,29.5,989.7,1.4,45,2025-01-03T12:45:00+05:00,PT15M
30,0,9.4,846,727,28.2,989.4,1.4,46,2025-01-03T13:00:00+05:00,PT15M
30,0,9.4,838,706,27.5,989.2,1.4,48,2025-01-03T13:15:00+05:00,PT15M
30,0,9.3,828,680,27.3,988.9,1.5,49,2025-01-03T13:30:00+05:00,PT15M
30,0,9.3,817,650,27.1,988.6,1.5,51,2025-01-03T13:45:00+05:00,PT15M
30,0,9.2,804,616,26.9,988.4,1.6,53,2025-01-03T14:00:00+05:00,PT15M
30,0,9.4,788,578,27.7,988.2,1.5,55,2025-01-03T14:15:00+05:00,PT15M
29,0,9.8,769,537,29.4,988.1,1.4,58,2025-01-03T14:30:00+05:00,PT15M
29,0,10.1,745,492,31.4,988,1.3,60,2025-01-03T14:45:00+05:00,PT15M
28,0,10.5,716,445,33.4,987.9,1.2,63,2025-01-03T15:00:00+05:00,PT15M
28,0,10.9,682,395,34.9,987.8,1.2,65,2025-01-03T15:15:00+05:00,PT15M
28,0,11.3,643,343,35.9,987.7,1.2,68,2025-01-03T15:30:00+05:00,PT15M
28,0,11.7,595,290,36.9,987.6,1.2,71,2025-01-03T15:45:00+05:00,PT15M
28,0,12.1,536,235,38,987.5,1.2,74,2025-01-03T16:00:00+05:00,PT15M
28,0,12.5,463,181,39.1,987.5,1.2,77,2025-01-03T16:15:00+05:00,PT15M
27,0,12.8,372,128,40.3,987.6,1.3,80,2025-01-03T16:30:00+05:00,PT15M
27,0,13,258,79,41.5,987.7,1.4,83,2025-01-03T16:45:00+05:00,PT15M
27,0,13.4,105,37,42.8,987.7,1.6,86,2025-01-03T17:00:00+05:00,PT15M
27,0,13.5,5,6,43.7,987.8,1.7,89,2025-01-03T17:15:00+05:00,PT15M
27,0,13.4,0,0,44.4,987.8,1.9,92,2025-01-03T17:30:00+05:00,PT15M
26,0,13.4,0,0,45.2,987.8,2,96,2025-01-03T17:45:00+05:00,PT15M
26,0,13.3,0,0,45.9,987.8,2.2,99,2025-01-03T18:00:00+05:00,PT15M
25,0,13.2,0,0,47,987.9,2.3,102,2025-01-03T18:15:00+05:00,PT15M
25,0,13.1,0,0,48.4,988.1,2.4,105,2025-01-03T18:30:00+05:00,PT15M
24,0,12.9,0,0,49.9,988.4,2.5,109,2025-01-03T18:45:00+05:00,PT15M
23,0,12.8,0,0,51.5,988.6,2.6,112,2025-01-03T19:00:00+05:00,PT15M
22,0,12.5,0,0,53.3,988.8,2.6,115,2025-01-03T19:15:00+05:00,PT15M
21,0,12,0,0,55.6,989,2.6,119,2025-01-03T19:30:00+05:00,PT15M
20,0,11.5,0,0,57.9,989.1,2.6,122,2025-01-03T19:45:00+05:00,PT15M
19,0,11,0,0,60.3,989.2,2.6,126,2025-01-03T20:00:00+05:00,PT15M
18,0,10.8,0,0,61.4,989.3,2.6,129,2025-01-03T20:15:00+05:00,PT15M
18,0,10.7,0,0,60.9,989.3,2.6,132,2025-01-03T20:30:00+05:00,PT15M
19,0,10.7,0,0,60.4,989.3,2.6,136,2025-01-03T20:45:00+05:00,PT15M
19,0,10.6,0,0,59.9,989.4,2.6,139,2025-01-03T21:00:00+05:00,PT15M
18,0,10.5,0,0,60.1,989.4,2.6,143,2025-01-03T21:15:00+05:00,PT15M
18,0,10.3,0,0,61,989.3,2.5,146,2025-01-03T21:30:00+05:00,PT15M
18,0,10.1,0,0,61.9,989.3,2.4,150,2025-01-03T21:45:00+05:00,PT15M
17,0,9.9,0,0,62.9,989.3,2.4,153,2025-01-03T22:00:00+05:00,PT15M
17,0,9.8,0,0,62.9,989.2,2.3,157,2025-01-03T22:15:00+05:00,PT15M
17,0,9.7,0,0,62.1,989,2.3,160,2025-01-03T22:30:00+05:00,PT15M
17,3.2,9.6,0,0,61.3,988.9,2.3,163,2025-01-03T22:45:00+05:00,PT15M
17,9.5,9.5,0,0,60.5,988.7,2.3,167,2025-01-03T23:00:00+05:00,PT15M
17,0,9.5,0,0,60.1,988.7,2.4,170,2025-01-03T23:15:00+05:00,PT15M
17,0,9.5,0,0,59.9,988.7,2.4,174,2025-01-03T23:30:00+05:00,PT15M
17,0,9.5,0,0,59.7,988.7,2.5,177,2025-01-03T23:45:00+05:00,PT15M
18,0,9.5,0,0,59.5,988.7,2.5,177,2025-01-04T00:00:00+05:00,PT15M
17,0,9.4,0,0,60,988.6,2.5,175,2025-01-04T00:15:00+05:00,PT15M
17,0,9.3,0,0,61.2,988.5,2.5,172,2025-01-04T00:30:00+05:00,PT15M
16,0,9.1,0,0,62.5,988.4,2.4,168,2025-01-04T00:45:00+05:00,PT15M
16,0,9,0,0,63.7,988.2,2.4,165,2025-01-04T01:00:00+05:00,PT15M
