datetime,actual_power_kW,pred_baseline_kW,pred_model_kW
2025-08-31 17:30:00+05:00,31.0,29.441446358151563,31.0
2025-09-01 06:15:00+05:00,40.0,38.499331016403424,40.0
2025-09-01 06:30:00+05:00,70.0,68.69227987724297,70.0
2025-09-01 06:45:00+05:00,114.0,112.97527153980762,114.0
2025-09-01 07:00:00+05:00,159.0,158.26469483106692,158.99666666666667
2025-09-01 07:15:00+05:00,169.0,168.32901111801345,169.0
2025-09-01 07:30:00+05:00,175.0,174.36760089018136,175.0
2025-09-01 07:45:00+05:00,178.0,177.3868957762653,178.0
2025-09-01 08:00:00+05:00,193.0,192.48337020668507,193.0
2025-09-01 08:15:00+05:00,242.0,241.798520012723,242.0
2025-09-01 08:30:00+05:00,300.0,300.17155447701276,300.0
2025-09-01 08:45:00+05:00,363.0,363.5767470847758,363.0
2025-09-01 09:00:00+05:00,396.0,396.78899083169927,395.99666666666667
2025-09-01 09:15:00+05:00,401.0,401.82114897517255,401.0
2025-09-01 09:30:00+05:00,466.0,467.2392048403249,465.99666666666667
2025-09-01 09:45:00+05:00,514.0,515.5479230176682,514.0
2025-09-01 10:00:00+05:00,547.0,548.7601667645916,547.0033333333333
2025-09-01 10:15:00+05:00,664.0,666.5126673218658,663.97
2025-09-01 10:30:00+05:00,777.0,780.2394413643615,777.0
2025-09-01 10:45:00+05:00,830.0,833.580317685178,830.0033333333333
2025-09-01 11:00:00+05:00,885.0,888.9340572633838,885.0
2025-09-01 11:15:00+05:00,874.0,877.8633093477426,874.0
2025-09-01 11:30:00+05:00,809.0,812.4452534825903,809.0066666666667
2025-09-01 11:45:00+05:00,750.0,753.0657873896058,750.0266666666666
2025-09-01 12:00:00+05:00,645.0,647.3904663766675,645.0033333333333
2025-09-01 12:15:00+05:00,559.0,560.8373463089274,559.0033333333333
2025-09-01 12:30:00+05:00,531.0,532.6572607054773,530.95
2025-09-01 12:45:00+05:00,648.0,650.4097612627514,648.03
2025-09-01 13:00:00+05:00,683.0,685.6348682670642,682.97
2025-09-01 13:15:00+05:00,606.0,608.1396328575761,605.99
2025-09-01 13:30:00+05:00,634.0,636.3197184610264,634.0
2025-09-01 13:45:00+05:00,602.0,604.1139063427975,601.9933333333333
2025-09-01 14:00:00+05:00,548.0,549.7665983932862,548.0
2025-09-01 14:15:00+05:00,425.0,425.9755080638442,424.9866666666667
2025-09-01 14:30:00+05:00,330.0,330.3645033378523,330.0
2025-09-01 14:45:00+05:00,283.0,283.0622167892037,283.0
2025-09-01 15:00:00+05:00,260.0,259.91428932922673,260.0
2025-09-01 15:15:00+05:00,226.0,225.69561395360856,226.0
2025-09-01 15:30:00+05:00,198.0,197.51552835015832,198.00333333333333
2025-09-01 15:45:00+05:00,185.0,184.43191717712787,184.99666666666667
2025-09-01 16:00:00+05:00,175.0,174.36760089018136,175.0
2025-09-01 16:15:00+05:00,146.0,145.18108365803647,146.0
2025-09-01 16:30:00+05:00,111.0,109.95597665372367,111.0
2025-09-01 16:45:00+05:00,69.0,67.68584824854831,69.0
2025-09-01 17:00:00+05:00,64.0,62.65369010507506,64.0
2025-09-01 17:15:00+05:00,64.0,62.65369010507506,64.0
2025-09-01 17:30:00+05:00,47.0,45.54435241726598,47.0
2025-09-02 06:30:00+05:00,53.0,51.58294218943389,53.0
2025-09-02 06:45:00+05:00,91.0,89.82734407983064,91.0
2025-09-02 07:00:00+05:00,123.0,122.03315619805949,123.0
2025-09-02 07:15:00+05:00,133.0,132.097472485006,133.0
2025-09-02 07:30:00+05:00,136.0,135.11676737108996,135.99666666666667
2025-09-02 07:45:00+05:00,142.0,141.15535714325785,142.0
2025-09-02 08:00:00+05:00,151.0,150.21324180150972,151.0
2025-09-02 08:15:00+05:00,181.0,180.40619066234925,181.0
2025-09-02 08:30:00+05:00,214.0,213.61843440927277,214.0
2025-09-02 08:45:00+05:00,245.0,244.81781489880694,245.00333333333333
2025-09-02 09:00:00+05:00,280.0,280.04292190311975,280.01
2025-09-02 09:15:00+05:00,301.0,301.1779861057074,301.0
2025-09-02 09:30:00+05:00,288.0,288.09437493267694,287.99666666666667
2025-09-02 09:45:00+05:00,288.0,288.09437493267694,287.99666666666667
2025-09-02 10:00:00+05:00,272.0,271.99146887356255,272.0
2025-09-02 10:15:00+05:00,250.0,249.8499730422802,250.0
2025-09-02 10:30:00+05:00,234.0,233.74706698316578,234.0
2025-09-02 10:45:00+05:00,220.0,219.65702418144065,220.00666666666666
2025-09-02 11:00:00+05:00,213.0,212.6120027805781,213.00333333333333
2025-09-02 11:15:00+05:00,221.0,220.6634558101353,221.0
2025-09-02 11:30:00+05:00,256.0,255.8885628144481,256.00666666666666
2025-09-02 11:45:00+05:00,318.0,318.28732379351646,318.06
2025-09-02 12:00:00+05:00,407.0,407.85973874734043,406.99666666666667
2025-09-02 12:15:00+05:00,482.0,483.3421108994393,482.01
2025-09-02 12:30:00+05:00,545.0,546.7473035072023,545.0
2025-09-02 12:45:00+05:00,599.0,601.0946114567136,598.9866666666667
2025-09-02 13:00:00+05:00,659.0,661.4805091783926,659.0
2025-09-02 13:15:00+05:00,724.0,726.8985650435449,724.0033333333333
2025-09-02 13:30:00+05:00,701.0,703.7506375835679,700.7766666666666
2025-09-02 13:45:00+05:00,548.0,549.7665983932862,548.0066666666667
2025-09-02 14:00:00+05:00,282.0,282.05578516050906,282.0
2025-09-02 14:15:00+05:00,82.0,80.76945942157879,82.0
2025-09-02 14:30:00+05:00,56.0,54.60223707551785,56.0
2025-09-02 14:45:00+05:00,99.0,97.87879710938785,99.0
2025-09-02 15:00:00+05:00,129.0,128.0717459702274,129.0
2025-09-02 15:15:00+05:00,113.0,111.96883991111297,113.0
2025-09-02 15:30:00+05:00,96.0,94.8595022233039,96.0
2025-09-02 15:45:00+05:00,100.0,98.8852287380825,100.0
2025-09-02 16:00:00+05:00,103.0,101.90452362416646,103.0
2025-09-02 16:15:00+05:00,93.0,91.84020733721995,93.0
2025-09-02 16:30:00+05:00,72.0,70.70514313463227,72.0
2025-09-02 16:45:00+05:00,46.0,44.537920788571334,46.0
2025-09-02 17:00:00+05:00,40.0,38.499331016403424,40.0
2025-09-02 17:15:00+05:00,36.0,34.47360450162482,36.0
2025-09-02 17:30:00+05:00,33.0,31.454309615540865,33.0
2025-09-03 06:15:00+05:00,34.0,32.46074124423552,34.0
2025-09-03 06:30:00+05:00,56.0,54.60223707551785,56.0
2025-09-03 06:45:00+05:00,92.0,90.8337757085253,92.0
2025-09-03 07:00:00+05:00,117.0,115.99456642589158,117.0
2025-09-03 07:15:00+05:00,149.0,148.2003785441204,149.0
2025-09-03 07:30:00+05:00,165.0,164.30328460323483,165.0
2025-09-03 07:45:00+05:00,187.0,186.44478043451716,187.0
2025-09-03 08:00:00+05:00,205.0,204.5605497510209,205.0
2025-09-03 08:15:00+05:00,209.0,208.58627626579948,209.0
2025-09-03 08:30:00+05:00,200.0,199.52839160754763,199.99666666666667
2025-09-03 08:45:00+05:00,199.0,198.52195997885298,198.98666666666668
2025-09-03 09:00:00+05:00,187.0,186.44478043451716,187.0
2025-09-03 09:15:00+05:00,199.0,198.52195997885298,198.98666666666668
2025-09-03 09:30:00+05:00,220.0,219.65702418144065,220.00666666666666
2025-09-03 09:45:00+05:00,238.0,237.77279349794438,238.0
2025-09-03 10:00:00+05:00,249.0,248.84354141358554,249.0
2025-09-03 10:15:00+05:00,249.0,248.84354141358554,248.99666666666667
2025-09-03 10:30:00+05:00,264.0,263.9400158440053,263.99333333333334
2025-09-03 10:45:00+05:00,290.0,290.10723819006625,290.0
2025-09-03 11:00:00+05:00,304.0,304.1972809917914,304.0
2025-09-03 11:15:00+05:00,317.0,317.28089216482186,317.00333333333333
2025-09-03 11:30:00+05:00,309.0,309.2294391352646,309.0466666666667
2025-09-03 11:45:00+05:00,261.0,260.9207209579214,261.0
2025-09-03 12:00:00+05:00,225.0,224.68918232491393,225.0
2025-09-03 12:15:00+05:00,214.0,213.61843440927277,214.0
2025-09-03 12:30:00+05:00,204.0,203.55411812232623,203.99666666666667
2025-09-03 12:45:00+05:00,187.0,186.44478043451716,187.0
2025-09-03 13:00:00+05:00,160.0,159.27112645976158,160.00333333333333
2025-09-03 13:15:00+05:00,127.0,126.05888271283808,127.0
2025-09-03 13:30:00+05:00,137.0,136.1231989997846,137.0
2025-09-03 13:45:00+05:00,97.0,95.86593385199855,97.0
2025-09-03 14:00:00+05:00,63.0,61.64725847638041,63.0
2025-09-03 14:15:00+05:00,55.0,53.59580544682319,55.0
2025-09-03 14:30:00+05:00,87.0,85.80161756505204,87.0
2025-09-03 14:45:00+05:00,132.0,131.09104085631134,132.0
2025-09-03 15:00:00+05:00,121.0,120.02029294067019,121.0
2025-09-03 15:15:00+05:00,126.0,125.05245108414344,126.0
2025-09-03 15:30:00+05:00,99.0,97.87879710938785,99.0
2025-09-03 15:45:00+05:00,102.0,100.8980919954718,102.0
2025-09-03 16:00:00+05:00,129.0,128.0717459702274,129.0
2025-09-03 16:15:00+05:00,143.0,142.1617887719525,142.99666666666667
2025-09-03 16:30:00+05:00,126.0,125.05245108414344,126.0
2025-09-03 16:45:00+05:00,90.0,88.820912451136,90.0
2025-09-03 17:00:00+05:00,61.0,59.6343952189911,61.0
2025-09-03 17:15:00+05:00,47.0,45.54435241726598,47.0
2025-09-03 17:30:00+05:00,43.0,41.51862590248738,43.0
2025-09-04 06:15:00+05:00,38.0,36.486467759014126,38.0
2025-09-04 06:30:00+05:00,54.0,52.58937381812854,54.0
2025-09-04 06:45:00+05:00,80.0,78.75659616418947,80.0
2025-09-04 07:00:00+05:00,104.0,102.91095525286111,104.0
2025-09-04 07:15:00+05:00,133.0,132.097472485006,133.0
2025-09-04 07:30:00+05:00,200.0,199.52839160754763,199.99666666666667
2025-09-04 07:45:00+05:00,226.0,225.69561395360856,226.0
2025-09-04 08:00:00+05:00,227.0,226.7020455823032,227.0
2025-09-04 08:15:00+05:00,207.0,206.5734130084102,207.0
2025-09-04 08:30:00+05:00,187.0,186.44478043451716,187.0
2025-09-04 08:45:00+05:00,209.0,208.58627626579948,209.0
2025-09-04 09:00:00+05:00,221.0,220.6634558101353,221.0
2025-09-04 09:15:00+05:00,238.0,237.77279349794438,238.00333333333333
2025-09-04 09:30:00+05:00,250.0,249.8499730422802,249.99666666666667
2025-09-04 09:45:00+05:00,289.0,289.1008065613716,289.00333333333333
2025-09-04 10:00:00+05:00,336.0,336.4030931100202,336.00333333333333
2025-09-04 10:15:00+05:00,388.0,388.73753780214207,388.0
2025-09-04 10:30:00+05:00,439.0,440.0655508655693,439.01
2025-09-04 10:45:00+05:00,437.0,438.05268760818,436.96666666666664
2025-09-04 11:00:00+05:00,410.0,410.8790336334244,410.0
2025-09-04 11:15:00+05:00,352.0,352.5059991691346,352.0
2025-09-04 11:30:00+05:00,304.0,304.1972809917914,304.0
2025-09-04 11:45:00+05:00,288.0,288.09437493267694,287.99666666666667
2025-09-04 12:00:00+05:00,283.0,283.0622167892037,283.0
2025-09-04 12:15:00+05:00,317.0,317.28089216482186,317.00333333333333
2025-09-04 12:30:00+05:00,381.0,381.69251640127953,381.0
2025-09-04 12:45:00+05:00,405.0,405.8468754899512,405.0
2025-09-04 13:00:00+05:00,468.0,469.2520680977142,467.99
2025-09-04 13:15:00+05:00,421.0,421.94978154906556,420.99666666666667
2025-09-04 13:30:00+05:00,427.0,427.9883713212335,427.0
2025-09-04 13:45:00+05:00,314.0,314.2615972787379,314.0
2025-09-04 14:00:00+05:00,257.0,256.89499444314276,256.99333333333334
2025-09-04 14:15:00+05:00,253.0,252.86926792836417,252.98333333333332
2025-09-04 14:30:00+05:00,281.0,281.0493535318144,280.99666666666667
2025-09-04 14:45:00+05:00,256.0,255.8885628144481,256.00666666666666
2025-09-04 15:00:00+05:00,304.0,304.1972809917914,304.0
2025-09-04 15:15:00+05:00,361.0,361.5638838273865,361.00666666666666
2025-09-04 15:30:00+05:00,297.0,297.1522595909288,296.99333333333334
2025-09-04 15:45:00+05:00,250.0,249.8499730422802,250.0
2025-09-04 16:00:00+05:00,232.0,231.73420372577647,232.0
2025-09-04 16:15:00+05:00,200.0,199.52839160754763,199.99666666666667
2025-09-04 16:30:00+05:00,131.0,130.08460922761668,131.0
2025-09-04 16:45:00+05:00,97.0,95.86593385199855,97.0
2025-09-04 17:00:00+05:00,114.0,112.97527153980762,114.0
2025-09-04 17:15:00+05:00,73.0,71.71157476332692,73.0
2025-09-04 17:30:00+05:00,43.0,41.51862590248738,43.0
2025-09-05 06:15:00+05:00,61.0,59.6343952189911,61.0
2025-09-05 06:30:00+05:00,98.0,96.8723654806932,97.99666666666667
2025-09-05 06:45:00+05:00,137.0,136.1231989997846,137.0
2025-09-05 07:00:00+05:00,167.0,166.31614786062414,166.99666666666667
2025-09-05 07:15:00+05:00,197.0,196.5090967214637,197.0
2025-09-05 07:30:00+05:00,245.0,244.81781489880694,245.0
2025-09-05 07:45:00+05:00,328.0,328.351640080463,327.99333333333334
2025-09-05 08:00:00+05:00,428.0,428.99480294992816,428.0
2025-09-05 08:15:00+05:00,497.0,498.43858532985905,497.0
2025-09-05 08:30:00+05:00,558.0,559.8309146802328,557.9633333333334
2025-09-05 08:45:00+05:00,607.0,609.1460644862707,607.0366666666666
2025-09-05 09:00:00+05:00,653.0,655.4419194062247,653.0033333333333
2025-09-05 09:15:00+05:00,685.0,687.6477315244535,685.0033333333333
2025-09-05 09:30:00+05:00,698.0,700.731342697484,698.0
2025-09-05 09:45:00+05:00,727.0,729.9178599296289,727.0
2025-09-05 10:00:00+05:00,724.0,726.8985650435449,724.0033333333333
2025-09-05 10:15:00+05:00,693.0,695.6991845540107,693.01
2025-09-05 10:30:00+05:00,649.0,651.416192891446,649.0233333333333
2025-09-05 10:45:00+05:00,627.0,629.2746970601637,626.9933333333333
2025-09-05 11:00:00+05:00,617.0,619.2103807732173,617.0
2025-09-05 11:15:00+05:00,599.0,601.0946114567136,598.9633333333334
2025-09-05 11:30:00+05:00,560.0,561.8437779376221,560.0033333333333
2025-09-05 11:45:00+05:00,444.0,445.09770900904255,443.99666666666667
2025-09-05 12:00:00+05:00,386.0,386.72467454475276,386.00333333333333
2025-09-05 12:15:00+05:00,384.0,384.7118112873635,383.99666666666667
2025-09-05 12:30:00+05:00,413.0,413.89832851950837,412.99666666666667
2025-09-05 12:45:00+05:00,406.0,406.85330711864583,406.00666666666666
2025-09-05 13:00:00+05:00,356.0,356.53172568391324,356.0
2025-09-05 13:15:00+05:00,352.0,352.5059991691346,352.0
2025-09-05 13:30:00+05:00,352.0,352.5059991691346,352.0
2025-09-05 13:45:00+05:00,328.0,328.351640080463,327.99666666666667
2025-09-05 14:00:00+05:00,334.0,334.3902298526309,334.00333333333333
2025-09-05 14:15:00+05:00,385.0,385.7182429160581,385.0
2025-09-05 14:30:00+05:00,459.0,460.19418343946234,458.99666666666667
2025-09-05 14:45:00+05:00,511.0,512.5286281315842,511.02
2025-09-05 15:00:00+05:00,501.0,502.4643118446377,501.00333333333333
2025-09-05 15:15:00+05:00,455.0,456.1684569246837,455.00333333333333
2025-09-05 15:30:00+05:00,419.0,419.93691829167625,419.01
2025-09-05 15:45:00+05:00,421.0,421.94978154906556,420.99666666666667
2025-09-05 16:00:00+05:00,361.0,361.5638838273865,361.0
2025-09-05 16:15:00+05:00,288.0,288.09437493267694,287.99
2025-09-05 16:30:00+05:00,223.0,222.67631906752462,223.0
2025-09-05 16:45:00+05:00,174.0,173.3611692614867,173.99666666666667
2025-09-05 17:00:00+05:00,123.0,122.03315619805949,123.0
2025-09-05 17:15:00+05:00,85.0,83.78875430766273,85.0
2025-09-05 17:30:00+05:00,53.0,51.58294218943389,53.0
2025-09-06 06:15:00+05:00,56.0,54.60223707551785,56.0
2025-09-06 06:30:00+05:00,91.0,89.82734407983064,91.0
2025-09-06 06:45:00+05:00,134.0,133.10390411370065,134.0
2025-09-06 07:00:00+05:00,167.0,166.31614786062414,166.99333333333334
2025-09-06 07:15:00+05:00,197.0,196.5090967214637,197.0
2025-09-06 07:30:00+05:00,258.0,257.9014260718374,258.0
2025-09-06 07:45:00+05:00,348.0,348.48027265435604,348.01
2025-09-06 08:00:00+05:00,449.0,450.1298671525158,448.9633333333333
2025-09-06 08:15:00+05:00,459.0,460.19418343946234,458.99666666666667
2025-09-06 08:30:00+05:00,443.0,444.0912773803479,443.00333333333333
2025-09-06 08:45:00+05:00,439.0,440.0655508655693,439.01
2025-09-06 09:00:00+05:00,442.0,443.08484575165323,442.03
2025-09-06 09:15:00+05:00,444.0,445.09770900904255,443.99666666666667
2025-09-06 09:30:00+05:00,477.0,478.30995275596604,476.99666666666667
2025-09-06 09:45:00+05:00,497.0,498.43858532985905,497.00666666666666
2025-09-06 10:00:00+05:00,446.0,447.11057226643186,445.99333333333334
2025-09-06 10:15:00+05:00,403.0,403.83401223256186,403.00333333333333
2025-09-06 10:30:00+05:00,350.0,350.49313591174536,350.0
2025-09-06 10:45:00+05:00,339.0,339.4223879961042,339.0133333333333
2025-09-06 11:00:00+05:00,300.0,300.17155447701276,300.0
2025-09-06 11:15:00+05:00,274.0,274.0043321309518,274.0
2025-09-06 11:30:00+05:00,263.0,262.93358421531065,262.98333333333335
2025-09-06 11:45:00+05:00,215.0,214.6248660379674,215.00333333333333
2025-09-06 12:00:00+05:00,184.0,183.42548554843322,183.99333333333334
2025-09-06 12:15:00+05:00,192.0,191.47693857799044,192.0
2025-09-06 12:30:00+05:00,227.0,226.7020455823032,227.0
2025-09-06 12:45:00+05:00,264.0,263.9400158440053,263.99
2025-09-06 13:00:00+05:00,322.0,322.3130503082951,322.0
2025-09-06 13:15:00+05:00,401.0,401.82114897517255,401.0
2025-09-06 13:30:00+05:00,461.0,462.20704669685165,461.0
2025-09-06 13:45:00+05:00,542.0,543.7280086211184,541.9966666666667
2025-09-06 14:00:00+05:00,568.0,569.8952309671793,568.01
2025-09-06 14:15:00+05:00,468.0,469.2520680977142,467.99666666666667
2025-09-06 14:30:00+05:00,296.0,296.14582796223414,296.00333333333333
2025-09-06 14:45:00+05:00,333.0,333.38379822393625,333.0
2025-09-06 15:00:00+05:00,437.0,438.05268760818,436.99
2025-09-06 15:15:00+05:00,457.0,458.181320182073,457.00333333333333
2025-09-06 15:30:00+05:00,406.0,406.85330711864583,405.99666666666667
2025-09-06 15:45:00+05:00,331.0,331.37093496654694,331.01
2025-09-06 16:00:00+05:00,292.0,292.12010144745557,292.01
2025-09-06 16:15:00+05:00,273.0,272.99790050225715,273.02
2025-09-06 16:30:00+05:00,242.0,241.798520012723,242.0
2025-09-06 16:45:00+05:00,202.0,201.54125486493695,202.0
2025-09-06 17:00:00+05:00,154.0,153.23253668759367,154.0
2025-09-06 17:15:00+05:00,108.0,106.93668176763971,108.0
2025-09-06 17:30:00+05:00,52.0,50.576510560739244,52.0
2025-09-07 06:15:00+05:00,50.0,48.56364730334994,50.0
2025-09-07 06:30:00+05:00,83.0,81.77589105027343,83.0
2025-09-07 06:45:00+05:00,124.0,123.03958782675413,124.0
2025-09-07 07:00:00+05:00,179.0,178.39332740495996,178.99666666666667
2025-09-07 07:15:00+05:00,239.0,238.77922512663903,239.00333333333333
2025-09-07 07:30:00+05:00,307.0,307.2165758778753,307.0
2025-09-07 07:45:00+05:00,355.0,355.5252940552186,354.99333333333334
2025-09-07 08:00:00+05:00,388.0,388.73753780214207,388.03
2025-09-07 08:15:00+05:00,422.0,422.9562131777602,422.01
2025-09-07 08:30:00+05:00,472.0,473.2777946124928,472.0133333333333
2025-09-07 08:45:00+05:00,505.0,506.4900383594163,504.99666666666667
2025-09-07 09:00:00+05:00,568.0,569.8952309671793,568.01
2025-09-07 09:15:00+05:00,639.0,641.3518766044996,638.99
2025-09-07 09:30:00+05:00,706.0,708.7827957270412,706.0033333333333
2025-09-07 09:45:00+05:00,765.0,768.1622618200256,764.99
2025-09-07 10:00:00+05:00,797.0,800.3680739382545,796.9866666666667
2025-09-07 10:15:00+05:00,825.0,828.5481595417046,825.0833333333334
2025-09-07 10:30:00+05:00,833.0,836.5996125712619,833.0
2025-09-07 10:45:00+05:00,791.0,794.3294841660866,791.0
2025-09-07 11:00:00+05:00,700.0,702.7442059548733,700.0566666666666
2025-09-07 11:15:00+05:00,659.0,661.4805091783926,659.0033333333333
2025-09-07 11:30:00+05:00,650.0,652.4226245201407,649.9833333333333
2025-09-07 11:45:00+05:00,798.0,801.3745055669491,798.0
2025-09-07 12:00:00+05:00,802.0,805.4002320817277,802.0
2025-09-07 12:15:00+05:00,711.0,713.8149538705145,711.0033333333333
2025-09-07 12:30:00+05:00,583.0,584.991705397599,583.1033333333334
2025-09-07 12:45:00+05:00,538.0,539.7022821063398,537.9866666666667
2025-09-07 13:00:00+05:00,607.0,609.1460644862707,607.0266666666666
2025-09-07 13:15:00+05:00,724.0,726.8985650435449,724.0033333333333
2025-09-07 13:30:00+05:00,712.0,714.8213854992091,712.0
2025-09-07 13:45:00+05:00,703.0,705.7635008409572,703.0
2025-09-07 14:00:00+05:00,689.0,691.6734580392322,688.9966666666667
2025-09-07 14:15:00+05:00,604.0,606.1267696001868,604.0033333333333
2025-09-07 14:30:00+05:00,592.0,594.0495900558509,592.0
2025-09-07 14:45:00+05:00,561.0,562.8502095663167,561.0033333333333
2025-09-07 15:00:00+05:00,503.0,504.477175102027,502.95
2025-09-07 15:15:00+05:00,439.0,440.0655508655693,439.00333333333333
2025-09-07 15:30:00+05:00,370.0,370.62176848563837,369.9866666666667
2025-09-07 15:45:00+05:00,348.0,348.48027265435604,348.00666666666666
2025-09-07 16:00:00+05:00,346.0,346.46740939696673,346.05
2025-09-07 16:15:00+05:00,310.0,310.23587076395927,309.99333333333334
2025-09-07 16:30:00+05:00,254.0,253.8756995570588,254.0
2025-09-07 16:45:00+05:00,199.0,198.52195997885298,199.00333333333333
2025-09-07 17:00:00+05:00,146.0,145.18108365803647,146.0
2025-09-07 17:15:00+05:00,97.0,95.86593385199855,97.0
2025-09-07 17:30:00+05:00,54.0,52.58937381812854,54.0
2025-09-08 06:15:00+05:00,45.0,43.531489159876685,45.0
2025-09-08 06:30:00+05:00,76.0,74.73086964941088,76.0
2025-09-08 06:45:00+05:00,114.0,112.97527153980762,114.0
2025-09-08 07:00:00+05:00,168.0,167.3225794893188,168.0
2025-09-08 07:15:00+05:00,218.0,217.64416092405136,218.0
2025-09-08 07:30:00+05:00,229.0,228.71490883969253,229.0
2025-09-08 07:45:00+05:00,242.0,241.798520012723,242.0
2025-09-08 08:00:00+05:00,290.0,290.10723819006625,290.0
2025-09-08 08:15:00+05:00,364.0,364.58317871347043,364.01
2025-09-08 08:30:00+05:00,445.0,446.1041406377372,445.01
2025-09-08 08:45:00+05:00,526.0,527.6251025620039,526.0066666666667
2025-09-08 09:00:00+05:00,628.0,630.2811286888584,628.2866666666666
2025-09-08 09:15:00+05:00,671.0,673.5576887227284,671.0
2025-09-08 09:30:00+05:00,711.0,713.8149538705145,711.0
2025-09-08 09:45:00+05:00,748.0,751.0529241322165,748.0
2025-09-08 10:00:00+05:00,781.0,784.26516787914,781.0
2025-09-08 10:15:00+05:00,809.0,812.4452534825903,808.9966666666667
2025-09-08 10:30:00+05:00,834.0,837.6060441999566,834.02
2025-09-08 10:45:00+05:00,842.0,845.6574972295138,841.7133333333334
2025-09-08 11:00:00+05:00,793.0,796.3423474234759,793.0533333333333
2025-09-08 11:15:00+05:00,796.0,799.3616423095598,796.0
2025-09-08 11:30:00+05:00,758.0,761.1172404191631,757.96
2025-09-08 11:45:00+05:00,729.0,731.9307231870182,728.9933333333333
2025-09-08 12:00:00+05:00,708.0,710.7956589844305,707.9833333333333
2025-09-08 12:15:00+05:00,608.0,610.1524961149654,607.97
2025-09-08 12:30:00+05:00,533.0,534.6701239628666,532.9433333333334
2025-09-08 12:45:00+05:00,570.0,571.9080942245686,569.9566666666667
2025-09-08 13:00:00+05:00,632.0,634.306855203637,632.0
2025-09-08 13:15:00+05:00,591.0,593.0431584271563,591.0
2025-09-08 13:30:00+05:00,483.0,484.348542528134,483.0
2025-09-08 13:45:00+05:00,428.0,428.99480294992816,428.0
2025-09-08 14:00:00+05:00,429.0,430.00123457862276,429.0
2025-09-08 14:15:00+05:00,431.0,432.01409783601207,431.0
2025-09-08 14:30:00+05:00,488.0,489.3807006716072,487.98
2025-09-08 14:45:00+05:00,419.0,419.93691829167625,419.00666666666666
2025-09-08 15:00:00+05:00,366.0,366.59604197085974,365.94666666666666
2025-09-08 15:15:00+05:00,383.0,383.70537965866885,383.0
2025-09-08 15:30:00+05:00,338.0,338.41595636740954,338.0
2025-09-08 15:45:00+05:00,309.0,309.2294391352646,309.03333333333336
2025-09-08 16:00:00+05:00,283.0,283.0622167892037,283.0
2025-09-08 16:15:00+05:00,247.0,246.83067815619626,246.92666666666668
2025-09-08 16:30:00+05:00,176.0,175.374032518876,176.0
2025-09-08 16:45:00+05:00,106.0,104.92381851025041,106.0
2025-09-08 17:00:00+05:00,75.0,73.72443802071622,75.0
2025-09-08 17:15:00+05:00,58.0,56.61510033290715,58.0
2025-09-08 17:30:00+05:00,41.0,39.50576264509808,41.0
2025-09-09 06:15:00+05:00,43.0,41.51862590248738,43.0
2025-09-09 06:30:00+05:00,84.0,82.78232267896809,84.0
2025-09-09 06:45:00+05:00,126.0,125.05245108414344,126.0
2025-09-09 07:00:00+05:00,171.0,170.34187437540274,171.0
2025-09-09 07:15:00+05:00,224.0,223.68275069621927,224.0
2025-09-09 07:30:00+05:00,275.0,275.01076375964647,275.00333333333333
2025-09-09 07:45:00+05:00,339.0,339.4223879961042,339.01666666666665
2025-09-09 08:00:00+05:00,418.0,418.9304866629816,418.00333333333333
2025-09-09 08:15:00+05:00,462.0,463.21347832554625,461.99666666666667
2025-09-09 08:30:00+05:00,520.0,521.5865127898361,519.9666666666667
2025-09-09 08:45:00+05:00,568.0,569.8952309671793,568.0133333333333
2025-09-09 09:00:00+05:00,613.0,615.1846542584386,613.0033333333333
2025-09-09 09:15:00+05:00,656.0,658.4612142923087,656.0233333333333
2025-09-09 09:30:00+05:00,695.0,697.7120478114,695.01
2025-09-09 09:45:00+05:00,731.0,733.9435864444075,730.9733333333334
2025-09-09 10:00:00+05:00,763.0,766.1493985626363,763.0066666666667
2025-09-09 10:15:00+05:00,781.0,784.26516787914,781.0
2025-09-09 10:30:00+05:00,806.0,809.4259585965063,806.0066666666667
2025-09-09 10:45:00+05:00,839.0,842.6382023434298,839.0333333333333
2025-09-09 11:00:00+05:00,824.0,827.54172791301,824.0
2025-09-09 11:15:00+05:00,767.0,770.1751250774149,766.99
2025-09-09 11:30:00+05:00,698.0,700.731342697484,698.0
2025-09-09 11:45:00+05:00,618.0,620.2168124019119,618.0266666666666
2025-09-09 12:00:00+05:00,519.0,520.5800811611414,519.0266666666666
2025-09-09 12:15:00+05:00,495.0,496.4257220724698,495.1166666666667
2025-09-09 12:30:00+05:00,529.0,530.644397448088,529.0466666666666
2025-09-09 12:45:00+05:00,640.0,642.3583082331942,640.0233333333333
2025-09-09 13:00:00+05:00,738.0,740.98860784527,738.0033333333333
2025-09-09 13:15:00+05:00,717.0,719.8535436426823,716.9966666666667
2025-09-09 13:30:00+05:00,636.0,638.3325817184156,636.0
2025-09-09 13:45:00+05:00,464.0,465.22634158293556,464.0
2025-09-09 14:00:00+05:00,393.0,393.76969594561535,392.99333333333334
2025-09-09 14:15:00+05:00,465.0,466.2327732116302,465.00666666666666
2025-09-09 14:30:00+05:00,504.0,505.48360673072165,504.0
2025-09-09 14:45:00+05:00,500.0,501.457880215943,500.0366666666667
2025-09-09 15:00:00+05:00,322.0,322.3130503082951,322.0
2025-09-09 15:15:00+05:00,181.0,180.40619066234925,181.0
