datetime_next15,actual_next15_kW,pred_baseline_kW,pred_model_kW
2025-04-09 14:15:00+05:00,725.0,757.6205693531178,714.4666666666667
2025-09-24 17:15:00+05:00,32.0,57.223472453847336,39.97
2025-09-29 10:15:00+05:00,745.0,689.2649828099075,722.5566666666666
2025-05-28 14:30:00+05:00,331.0,334.60846132484556,321.93333333333334
2025-07-04 17:00:00+05:00,129.0,125.5790589970576,107.46333333333334
2025-06-01 08:45:00+05:00,617.0,567.4137198415763,620.1733333333333
2025-09-05 11:30:00+05:00,560.0,598.1242007522937,575.9933333333333
2025-06-23 08:45:00+05:00,308.0,300.92599839051,323.9766666666667
2025-05-07 14:15:00+05:00,721.0,700.1622502298396,634.4433333333334
2025-07-17 16:30:00+05:00,86.0,101.8032028081149,89.46
2025-08-01 09:15:00+05:00,662.0,617.9374142430795,656.6833333333333
2025-01-23 17:00:00+05:00,56.0,99.82188145903635,57.32333333333333
2025-04-02 14:45:00+05:00,526.0,547.6005063507905,502.35
2025-08-17 07:15:00+05:00,182.0,158.27086125685383,192.94333333333333
2025-01-02 12:45:00+05:00,755.0,765.545854749432,751.7466666666667
2025-05-07 11:45:00+05:00,978.0,905.6005076124227,973.01
2025-06-16 14:00:00+05:00,465.0,455.4690636186376,487.78
2025-05-17 09:15:00+05:00,484.0,368.29092425918105,425.2366666666667
2025-03-09 14:45:00+05:00,616.0,663.5078052718864,620.4166666666666
2025-04-06 09:15:00+05:00,732.0,683.3210187626719,728.42
2025-03-22 14:00:00+05:00,798.0,831.9201199435638,799.9066666666666
2025-03-14 09:30:00+05:00,662.0,613.9747715449223,659.1866666666666
2025-07-13 10:45:00+05:00,534.0,508.9647400437587,500.00666666666666
2025-04-23 09:15:00+05:00,743.0,696.1996075316824,733.68
2025-07-29 12:15:00+05:00,143.0,151.33623653507888,150.20333333333335
2025-07-05 11:15:00+05:00,377.0,381.16951302819166,371.75
2025-05-22 07:15:00+05:00,252.0,205.82257363473923,251.40333333333334
